source_card_id	reward_kind	rule_id	description	target_card_ids
item.swampbark_armour_set.31160	PACKAGE_CONTENTS	package.swampbark_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.swampbark_helm.25398|item.swampbark_body.25389|item.swampbark_legs.25401|item.swampbark_boots.25395|item.swampbark_gauntlets.25392
item.bloodbark_armour_set.31163	PACKAGE_CONTENTS	package.bloodbark_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bloodbark_helm.25413|item.bloodbark_body.25404|item.bloodbark_legs.25416|item.bloodbark_boots.25410|item.bloodbark_gauntlets.25407
item.mixed_hide_armour_set.31166	PACKAGE_CONTENTS	package.mixed_hide_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mixed_hide_top.29280|item.mixed_hide_legs.29283|item.mixed_hide_boots.29286|item.mixed_hide_cape.29289
item.hueycoatl_hide_armour_set.31169	PACKAGE_CONTENTS	package.hueycoatl_hide_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.hueycoatl_hide_coif.30073|item.hueycoatl_hide_body.30076|item.hueycoatl_hide_chaps.30079|item.hueycoatl_hide_vambraces.30082
item.combat_potion_set.13064	PACKAGE_CONTENTS	package.combat_potion_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.attack_potion.125|item.strength_potion.119|item.defence_potion.137
item.super_potion_set.13066	PACKAGE_CONTENTS	package.super_potion_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.super_attack_4.2436|item.super_strength_4.2440|item.super_defence_4.2442
item.green_dragonhide_set.12865	PACKAGE_CONTENTS	package.green_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.green_d_hide_body.1135|item.green_d_hide_chaps.1099|item.green_d_hide_vambraces.1065
item.blue_dragonhide_set.12867	PACKAGE_CONTENTS	package.blue_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.blue_d_hide_body.2499|item.blue_d_hide_chaps.2493|item.blue_d_hide_vambraces.2487
item.red_dragonhide_set.12869	PACKAGE_CONTENTS	package.red_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.red_d_hide_body.2501|item.red_d_hide_chaps.2495|item.red_d_hide_vambraces.2489
item.black_dragonhide_set.12871	PACKAGE_CONTENTS	package.black_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_d_hide_body.2503|item.black_d_hide_chaps.2497|item.black_d_hide_vambraces.2491
item.saradomin_dragonhide_set.13163	PACKAGE_CONTENTS	package.saradomin_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.saradomin_coif.10390|item.saradomin_d_hide_body.10386|item.saradomin_chaps.10388|item.saradomin_bracers.10384
item.guthix_dragonhide_set.13165	PACKAGE_CONTENTS	package.guthix_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.guthix_coif.10382|item.guthix_d_hide_body.10378|item.guthix_chaps.10380|item.guthix_bracers.10376
item.bandos_dragonhide_set.13167	PACKAGE_CONTENTS	package.bandos_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bandos_coif.12504|item.bandos_d_hide_body.12500|item.bandos_chaps.12502|item.bandos_bracers.12498
item.armadyl_dragonhide_set.13169	PACKAGE_CONTENTS	package.armadyl_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.armadyl_coif.12512|item.armadyl_d_hide_body.12508|item.armadyl_chaps.12510|item.armadyl_bracers.12506
item.ancient_dragonhide_set.13171	PACKAGE_CONTENTS	package.ancient_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.ancient_coif.12496|item.ancient_d_hide_body.12492|item.ancient_chaps.12494|item.ancient_bracers.12490
item.zamorak_dragonhide_set.13161	PACKAGE_CONTENTS	package.zamorak_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.zamorak_coif.10374|item.zamorak_d_hide_body.10370|item.zamorak_chaps.10372|item.zamorak_bracers.10368
item.gilded_dragonhide_set.23124	PACKAGE_CONTENTS	package.gilded_dragonhide_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.gilded_coif.23258|item.gilded_d_hide_body.23264|item.gilded_d_hide_chaps.23267|item.gilded_d_hide_vambraces.23261
item.holy_book_page_set.13149	PACKAGE_CONTENTS	package.holy_book_page_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.saradomin_page_1.3827|item.saradomin_page_2.3828|item.saradomin_page_3.3829|item.saradomin_page_4.3830
item.unholy_book_page_set.13151	PACKAGE_CONTENTS	package.unholy_book_page_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.zamorak_page_1.3831|item.zamorak_page_2.3832|item.zamorak_page_3.3833|item.zamorak_page_4.3834
item.book_of_balance_page_set.13153	PACKAGE_CONTENTS	package.book_of_balance_page_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.guthix_page_1.3835|item.guthix_page_2.3836|item.guthix_page_3.3837|item.guthix_page_4.3838
item.book_of_war_page_set.13155	PACKAGE_CONTENTS	package.book_of_war_page_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bandos_page_1.12613|item.bandos_page_2.12614|item.bandos_page_3.12615|item.bandos_page_4.12616
item.book_of_law_page_set.13157	PACKAGE_CONTENTS	package.book_of_law_page_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.armadyl_page_1.12617|item.armadyl_page_2.12618|item.armadyl_page_3.12619|item.armadyl_page_4.12620
item.book_of_darkness_page_set.13159	PACKAGE_CONTENTS	package.book_of_darkness_page_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.ancient_page_1.12621|item.ancient_page_2.12622|item.ancient_page_3.12623|item.ancient_page_4.12624
item.mystic_set_light.23110	PACKAGE_CONTENTS	package.mystic_set_light	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mystic_hat_light.4109|item.mystic_robe_top_light.4111|item.mystic_robe_bottom_light.4113|item.mystic_gloves_light.4115|item.mystic_boots_light.4117
item.mystic_set_blue.23113	PACKAGE_CONTENTS	package.mystic_set_blue	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mystic_hat.4089|item.mystic_robe_top.4091|item.mystic_robe_bottom.4093|item.mystic_gloves.4095|item.mystic_boots.4097
item.mystic_set_dark.23116	PACKAGE_CONTENTS	package.mystic_set_dark	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mystic_hat_dark.4099|item.mystic_robe_top_dark.4101|item.mystic_robe_bottom_dark.4103|item.mystic_gloves_dark.4105|item.mystic_boots_dark.4107
item.mystic_set_dusk.23119	PACKAGE_CONTENTS	package.mystic_set_dusk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mystic_hat_dusk.23047|item.mystic_robe_top_dusk.23050|item.mystic_robe_bottom_dusk.23053|item.mystic_gloves_dusk.23056|item.mystic_boots_dusk.23059
item.obsidian_armour_set.21279	PACKAGE_CONTENTS	package.obsidian_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.obsidian_helmet.21298|item.obsidian_platebody.21301|item.obsidian_platelegs.21304
item.justiciar_armour_set.22438	PACKAGE_CONTENTS	package.justiciar_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.justiciar_faceguard.22326|item.justiciar_chestguard.22327|item.justiciar_legguards.22328
item.inquisitor_s_armour_set.24488	PACKAGE_CONTENTS	package.inquisitor_s_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.inquisitor_s_great_helm.24419|item.inquisitor_s_hauberk.24420|item.inquisitor_s_plateskirt.24421
item.masori_armour_set_f.27355	PACKAGE_CONTENTS	package.masori_armour_set_f	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.masori_mask_f.27235|item.masori_body_f.27238|item.masori_chaps_f.27241
item.sunfire_fanatic_armour_set.29424	PACKAGE_CONTENTS	package.sunfire_fanatic_armour_set	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.sunfire_fanatic_helm.28933|item.sunfire_fanatic_cuirass.28936|item.sunfire_fanatic_chausses.28939
item.copper_ore	MATERIAL_CONVERSION	material.metal.copper_to_bronze	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.bronze-bar
item.tin_ore.438	MATERIAL_CONVERSION	material.metal.tin_to_bronze	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.bronze-bar
item.bronze-bar	MATERIAL_CONVERSION	material.metal.bronze_to_ores	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.copper_ore|item.tin_ore.438
item.iron-ore	MATERIAL_CONVERSION	material.metal.iron_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.iron-bar
item.iron-bar	MATERIAL_CONVERSION	material.metal.iron_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.iron-ore
item.mithril-ore	MATERIAL_CONVERSION	material.metal.mithril_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.mithril-bar
item.mithril-bar	MATERIAL_CONVERSION	material.metal.mithril_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.mithril-ore
item.adamantite-ore	MATERIAL_CONVERSION	material.metal.adamant_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.adamantite-bar
item.adamantite-bar	MATERIAL_CONVERSION	material.metal.adamant_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.adamantite-ore
item.runite-ore	MATERIAL_CONVERSION	material.metal.rune_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.runite-bar
item.runite-bar	MATERIAL_CONVERSION	material.metal.rune_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.runite-ore
item.silver-ore	MATERIAL_CONVERSION	material.metal.silver_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.silver-bar
item.silver-bar	MATERIAL_CONVERSION	material.metal.silver_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.silver-ore
item.gold-ore	MATERIAL_CONVERSION	material.metal.gold_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.gold-bar
item.gold-bar	MATERIAL_CONVERSION	material.metal.gold_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.gold-ore
item.blurite_ore.668	MATERIAL_CONVERSION	material.metal.blurite_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.blurite_bar.9467
item.blurite_bar.9467	MATERIAL_CONVERSION	material.metal.blurite_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.blurite_ore.668
item.lovakite_ore.13356	MATERIAL_CONVERSION	material.metal.lovakite_ore_to_bar	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.lovakite_bar.13354
item.lovakite_bar.13354	MATERIAL_CONVERSION	material.metal.lovakite_bar_to_ore	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.lovakite_ore.13356
item.steel-bar	MATERIAL_CONVERSION	material.metal.steel_bar_to_iron	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.iron-ore
item.uncut-sapphire	MATERIAL_CONVERSION	material.gem.sapphire_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.sapphire
item.sapphire	MATERIAL_CONVERSION	material.gem.sapphire_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut-sapphire
item.uncut-emerald	MATERIAL_CONVERSION	material.gem.emerald_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.emerald
item.emerald	MATERIAL_CONVERSION	material.gem.emerald_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut-emerald
item.uncut-ruby	MATERIAL_CONVERSION	material.gem.ruby_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.ruby
item.ruby	MATERIAL_CONVERSION	material.gem.ruby_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut-ruby
item.uncut-diamond	MATERIAL_CONVERSION	material.gem.diamond_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.diamond
item.diamond	MATERIAL_CONVERSION	material.gem.diamond_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut-diamond
item.uncut_dragonstone.1631	MATERIAL_CONVERSION	material.gem.dragonstone_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.dragonstone.1615
item.dragonstone.1615	MATERIAL_CONVERSION	material.gem.dragonstone_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut_dragonstone.1631
item.uncut_onyx.6571	MATERIAL_CONVERSION	material.gem.onyx_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.onyx.6573
item.onyx.6573	MATERIAL_CONVERSION	material.gem.onyx_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut_onyx.6571
item.uncut_zenyte.19496	MATERIAL_CONVERSION	material.gem.zenyte_uncut_to_cut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.zenyte.19493
item.zenyte.19493	MATERIAL_CONVERSION	material.gem.zenyte_cut_to_uncut	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.uncut_zenyte.19496
item.logs	MATERIAL_CONVERSION	material.plank.regular_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.plank.960
item.plank.960	MATERIAL_CONVERSION	material.plank.regular_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.logs
item.oak_logs.1521	MATERIAL_CONVERSION	material.plank.oak_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.oak_plank.8778
item.oak_plank.8778	MATERIAL_CONVERSION	material.plank.oak_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.oak_logs.1521
item.teak_logs.6333	MATERIAL_CONVERSION	material.plank.teak_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.teak_plank.8780
item.teak_plank.8780	MATERIAL_CONVERSION	material.plank.teak_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.teak_logs.6333
item.mahogany_logs.6332	MATERIAL_CONVERSION	material.plank.mahogany_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.mahogany_plank.8782
item.mahogany_plank.8782	MATERIAL_CONVERSION	material.plank.mahogany_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.mahogany_logs.6332
item.camphor_logs.32904	MATERIAL_CONVERSION	material.plank.camphor_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.camphor_plank.31432
item.camphor_plank.31432	MATERIAL_CONVERSION	material.plank.camphor_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.camphor_logs.32904
item.ironwood_logs.32907	MATERIAL_CONVERSION	material.plank.ironwood_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.ironwood_plank.31435
item.ironwood_plank.31435	MATERIAL_CONVERSION	material.plank.ironwood_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.ironwood_logs.32907
item.rosewood_logs.32910	MATERIAL_CONVERSION	material.plank.rosewood_log_to_plank	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.rosewood_plank.31438
item.rosewood_plank.31438	MATERIAL_CONVERSION	material.plank.rosewood_plank_to_log	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.rosewood_logs.32910
item.cowhide.1739	MATERIAL_CONVERSION	material.hide.cowhide_to_leather	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.leather.1741|item.hard_leather.1743
item.leather.1741	MATERIAL_CONVERSION	material.hide.leather_to_cowhide	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.cowhide.1739
item.hard_leather.1743	MATERIAL_CONVERSION	material.hide.hard_leather_to_cowhide	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.cowhide.1739
item.green_dragonhide.1753	MATERIAL_CONVERSION	material.hide.green_hide_to_leather	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.green_dragon_leather.1745
item.green_dragon_leather.1745	MATERIAL_CONVERSION	material.hide.green_leather_to_hide	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.green_dragonhide.1753
item.blue_dragonhide.1751	MATERIAL_CONVERSION	material.hide.blue_hide_to_leather	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.blue_dragon_leather.2505
item.blue_dragon_leather.2505	MATERIAL_CONVERSION	material.hide.blue_leather_to_hide	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.blue_dragonhide.1751
item.red_dragonhide.1749	MATERIAL_CONVERSION	material.hide.red_hide_to_leather	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.red_dragon_leather.2507
item.red_dragon_leather.2507	MATERIAL_CONVERSION	material.hide.red_leather_to_hide	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.red_dragonhide.1749
item.black_dragonhide.1747	MATERIAL_CONVERSION	material.hide.black_hide_to_leather	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.black_dragon_leather.2509
item.black_dragon_leather.2509	MATERIAL_CONVERSION	material.hide.black_leather_to_hide	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.black_dragonhide.1747
item.flax.1779	MATERIAL_CONVERSION	material.processing.flax	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.bow_string.1777|item.linen_yarn.31463
item.hemp.31457	MATERIAL_CONVERSION	material.processing.hemp	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.hemp_yarn.31466
item.cotton_boll.31460	MATERIAL_CONVERSION	material.processing.cotton	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.cotton_yarn.31469
item.wool.1737	MATERIAL_CONVERSION	material.processing.wool	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.ball_of_wool.1759
item.clay.434	MATERIAL_CONVERSION	material.processing.clay	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.soft_clay.1761
item.bow_string.1777	MATERIAL_CONVERSION	material.processing.bow_string_reverse	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.flax.1779
item.linen_yarn.31463	MATERIAL_CONVERSION	material.processing.linen_yarn_reverse	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.flax.1779
item.hemp_yarn.31466	MATERIAL_CONVERSION	material.processing.hemp_yarn_reverse	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.hemp.31457
item.cotton_yarn.31469	MATERIAL_CONVERSION	material.processing.cotton_yarn_reverse	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.cotton_boll.31460
item.ball_of_wool.1759	MATERIAL_CONVERSION	material.processing.ball_of_wool_reverse	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.wool.1737
item.soft_clay.1761	MATERIAL_CONVERSION	material.processing.soft_clay_reverse	Unlocks the directly corresponding processing material; catalysts, fuel and unrelated recipe inputs are excluded.	item.clay.434
npc.tz_kek.2191	ENCOUNTER_TIER_CASCADE	encounter.fight_caves.tz_kek	Unlocks only strictly lower-combat NPC cards in the reviewed fight caves ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.tz_kih.2189
npc.tok_xil.141	ENCOUNTER_TIER_CASCADE	encounter.fight_caves.tok_xil	Unlocks only strictly lower-combat NPC cards in the reviewed fight caves ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.tz_kih.2189|npc.tz_kek.2191
npc.yt_hurkot.3128	ENCOUNTER_TIER_CASCADE	encounter.fight_caves.yt_hurkot	Unlocks only strictly lower-combat NPC cards in the reviewed fight caves ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.tz_kih.2189|npc.tz_kek.2191|npc.tok_xil.141
npc.yt_mejkot.3123	ENCOUNTER_TIER_CASCADE	encounter.fight_caves.yt_mejkot	Unlocks only strictly lower-combat NPC cards in the reviewed fight caves ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.tz_kih.2189|npc.tz_kek.2191|npc.tok_xil.141|npc.yt_hurkot.3128
npc.ket_zek.3125	ENCOUNTER_TIER_CASCADE	encounter.fight_caves.ket_zek	Unlocks only strictly lower-combat NPC cards in the reviewed fight caves ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.tz_kih.2189|npc.tz_kek.2191|npc.tok_xil.141|npc.yt_hurkot.3128|npc.yt_mejkot.3123
npc.tztok_jad.3127	ENCOUNTER_TIER_CASCADE	encounter.fight_caves.tztok_jad	Unlocks only strictly lower-combat NPC cards in the reviewed fight caves ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.tz_kih.2189|npc.tz_kek.2191|npc.tok_xil.141|npc.yt_hurkot.3128|npc.yt_mejkot.3123|npc.ket_zek.3125
npc.jal_akrek_ket.7696	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_akrek_ket	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691
npc.jal_akrek_mej.7694	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_akrek_mej	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691
npc.jal_akrek_xil.7695	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_akrek_xil	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691
npc.jal_mejrah.7692	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_mejrah	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695
npc.yt_hurkot.3128	ENCOUNTER_TIER_CASCADE	encounter.inferno.yt_hurkot	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695|npc.jal_mejrah.7692
npc.jal_ak.7693	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_ak	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695|npc.jal_mejrah.7692|npc.yt_hurkot.3128
npc.jal_imkot.7697	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_imkot	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695|npc.jal_mejrah.7692|npc.yt_hurkot.3128|npc.jal_ak.7693
npc.jal_mejjak.7708	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_mejjak	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695|npc.jal_mejrah.7692|npc.yt_hurkot.3128|npc.jal_ak.7693|npc.jal_imkot.7697
npc.jal_xil.7698	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_xil	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695|npc.jal_mejrah.7692|npc.yt_hurkot.3128|npc.jal_ak.7693|npc.jal_imkot.7697|npc.jal_mejjak.7708
npc.jal_zek.7699	ENCOUNTER_TIER_CASCADE	encounter.inferno.jal_zek	Unlocks only strictly lower-combat NPC cards in the reviewed inferno ladder; equal-level peers, other encounters and recursive rewards are excluded.	npc.jal_nib.7691|npc.jal_akrek_ket.7696|npc.jal_akrek_mej.7694|npc.jal_akrek_xil.7695|npc.jal_mejrah.7692|npc.yt_hurkot.3128|npc.jal_ak.7693|npc.jal_imkot.7697|npc.jal_mejjak.7708|npc.jal_xil.7698
