card_id	value
item.cooked_fishcake.7530	Drop|Eat
item.cooked_giant_crab_meat.7521	Drop|Eat
item.cooked_graahk.29149	Drop|Eat
item.cooked_jubbly.7568	Drop|Eat
item.cooked_karambwan.3144	Drop|Eat
item.cooked_kyatt.29152	Drop|Eat
item.cooked_larupia.29146	Drop|Eat
item.cooked_moonlight_antelope.29143	Drop|Eat
item.cooked_moss_lizard.29077	Drop|Eat
item.cooked_mystery_meat.24785	Drop|Eat
item.cooked_oomlie_wrap.2343	Drop|Eat
item.cooked_pyre_fox.29137	Drop|Eat
item.cooked_rabbit.3228	Drop|Eat
item.cooked_slimy_eel.3381	Drop|Eat
item.cooked_sunlight_antelope.29140	Drop|Eat
item.cooked_sweetcorn.5988	Drop|Eat
item.cooked_t_bone_steak.33109	Drop|Eat
item.cooked_wild_kebbit.29128	Drop|Eat
item.cooking_apple.1955	Drop
item.cooking_cape.9801	Drop|Wear
item.cooking_gauntlets.775	Destroy|Drop|Wear
item.cooking_hood.9803	Drop|Wear
item.cormorant_s_glove.22816	Drop|Wear
item.cornflour.7463	Drop
item.cornflour_mixture.7470	Destroy|Drop|Empty
item.corpse_of_woman.4488	Bury|Drop
item.corrupted_helm.20838	Destroy|Drop|Wear
item.corrupted_kiteshield.20846	Destroy|Drop|Wear
item.corrupted_morrigan_s_coif_bh.27847	Drop|Uncharge|Wear
item.corrupted_morrigan_s_leather_body_bh.27848	Drop|Uncharge|Wear
item.corrupted_morrigan_s_leather_chaps_bh.27849	Drop|Uncharge|Wear
item.corrupted_platebody.20840	Destroy|Drop|Wear
item.corrupted_platelegs.20842	Destroy|Drop|Wear
item.corrupted_plateskirt.20844	Destroy|Drop|Wear
item.corrupted_statius_s_full_helm_bh.27844	Drop|Uncharge|Wear
item.corrupted_statius_s_platebody_bh.27845	Drop|Uncharge|Wear
item.corrupted_statius_s_platelegs_bh.27846	Drop|Uncharge|Wear
item.corrupted_vesta_s_chainbody_bh.27842	Drop|Uncharge|Wear
item.corrupted_vesta_s_plateskirt_bh.27843	Drop|Uncharge|Wear
item.corrupted_zuriel_s_hood_bh.27850	Drop|Uncharge|Wear
item.corrupted_zuriel_s_robe_bottom_bh.27852	Drop|Uncharge|Wear
item.corrupted_zuriel_s_robe_top_bh.27851	Drop|Uncharge|Wear
item.cosmic_talisman.1454	Drop|Locate
item.cosmic_tiara.5539	Drop|Wear
item.costume_needle.29920	Destroy|Drop
item.cotton_boll.31460	Drop
item.cotton_seed.31545	Drop
item.cotton_trawling_net.32223	Drop
item.cotton_yarn.31469	Drop
item.cow_slippers.33093	Drop|Swap|Wear
item.cowbell_amulet.33103	Charge|Check|Drop|Ring|Teleport|Uncharge|Wear
item.cowbells.10593	Drop|Play
item.cowhide.1739	Drop
item.crab_claw.7537	Drop|Wear
item.crab_helmet.7539	Drop|Wear
item.crab_paste.31708	Drop
item.crabclaw_hook.8929	Drop|Wear
item.crafting_cape.9780	Drop|Teleport|Wear
item.crafting_hood.9782	Drop|Wear
item.crate_of_adamantite_ore.32435	Drop
item.crate_of_alpaca_wool.32532	Drop
item.crate_of_arrowtips.32448	Drop
item.crate_of_barley.32548	Drop
item.crate_of_camphor_logs.32467	Drop
item.crate_of_crystal_seeds.32437	Drop
item.crate_of_dragonhide.32795	Drop
item.crate_of_feathers.32484	Drop
item.crate_of_flax.32565	Drop
item.crate_of_gold_bars.32480	Drop
item.crate_of_gold_ore.32453	Drop
item.crate_of_granite.32537	Drop
item.crate_of_herbs.32621	Drop
item.crate_of_iron_bars.32471	Drop
item.crate_of_iron_ore.32553	Drop
item.crate_of_lead_ore.32442	Drop
item.crate_of_leather.32785	Drop
item.crate_of_logs.32539	Drop
item.crate_of_mahogany_logs.32541	Drop
item.crate_of_mithril_ore.32701	Drop
item.crate_of_nickel_ore.32444	Drop
item.crate_of_ores.32509	Drop
item.crate_of_pickaxes.32543	Drop
item.crate_of_planks.32544	Drop
item.crate_of_redwood_logs.32744	Drop
item.crate_of_rope.32562	Drop
item.crate_of_sand.32461	Drop
item.crate_of_sandstone.32475	Drop
item.crate_of_seeds.32496	Drop
item.crate_of_silver_ore.32476	Drop
item.crate_of_steel_bars.32777	Drop
item.crate_of_suqah_hides.32545	Drop
item.crate_of_teak_logs.32671	Drop
item.crate_of_warhammers.32546	Drop
item.crate_with_zanik.8871	Drop|Wield
item.craw_s_bow.22550	Check|Drop|Uncharge|Wield
item.craw_s_bow_u.22547	Dismantle|Drop|Wield
item.cream_boots.632	Drop|Wear
item.cream_hat.662	Drop|Wear
item.cream_robe_bottoms.652	Drop|Wear
item.cream_robe_top.642	Drop|Wear
item.crier_bell.20243	Drop|Ring|Wield
item.crier_coat.20240	Drop|Wear
item.crier_hat.12319	Drop|Wear
item.criminal_s_thread.1808	Drop
item.crimson_kisten.33631	Drop|Wield
item.crone_made_amulet.10500	Destroy|Drop|Wear
item.crossbow.837	Drop|Wield
item.crossbow_string.9438	Drop
item.crude_chair.8496	Drop
item.crunchy_tray.2165	Drop
item.crushed_infernal_shale.30848	Drop
item.crushed_nest.6693	Drop
item.crushed_superior_dragon_bones.21975	Drop
item.crystal_armour_seed.23956	Drop
item.crystal_axe.23673	Check|Drop|Revert|Wield
item.crystal_ball.8351	Drop
item.crystal_body.23975	Check|Drop|Revert|Wear
item.crystal_bow.23983	Check|Drop|Revert|Wield
item.crystal_chime.28577	Destroy|Drop|Ring
item.crystal_chime_seed.28575	Destroy|Drop
item.crystal_crown.23911	Drop|Wear
item.crystal_felling_axe.28220	Check|Drop|Revert|Wield
item.crystal_glider_s_hat.31760	Drop|Wear
item.crystal_glider_s_jacket.31762	Drop|Wear
item.crystal_glider_s_shoes.31766	Drop|Wear
item.crystal_glider_s_trousers.31764	Drop|Wear
item.crystal_grail.24000	Drop|Wield
item.crystal_halberd.23987	Check|Drop|Revert|Wield
item.crystal_harpoon.23762	Check|Drop|Revert|Wield
item.crystal_helm.23971	Check|Drop|Revert|Wear
item.crystal_key.989	Drop
item.crystal_legs.23979	Check|Drop|Revert|Wear
item.crystal_of_power.8353	Drop
item.crystal_paddlefish.25960	Drop|Eat
item.crystal_pendant.3208	Drop|Wear
item.crystal_pickaxe.23680	Check|Drop|Revert|Wield
item.crystal_saw.9625	Check|Destroy|Drop
item.crystal_saw_seed.9626	Destroy|Drop
item.crystal_seed.23808	Destroy|Drop|Inspect|Rub
item.crystal_seedling.23655	Drop
item.crystal_seedling_w.23657	Drop
item.crystal_shield.23991	Check|Drop|Revert|Wield
item.crystal_teleport_seed.6103	Drop
item.crystal_tool_seed.23953	Drop
item.crystal_weapon_seed.4207	Drop
item.crystallised_harpoonfish.25566	Drop
item.cup_of_hot_water.4460	Drop|Empty
item.cup_of_tea.712	Drink|Drop|Empty
item.cup_of_water.4458	Drop|Empty
item.cupric_ore_powder.5584	Drop
item.cupronickel_bar.32892	Drop
item.cured_yak_hide.10820	Drop
item.curry.2011	Drop|Eat
item.curry_leaf.5970	Drop
item.curry_sapling.5499	Drop
item.curry_seedling.5483	Drop
item.curry_seedling_w.5491	Drop
item.curry_tree_seed.5286	Drop
item.cursed_amulet_of_magic.29486	Drop|Wear
item.cursed_goblin_bow.11708	Drop|Wield
item.cursed_goblin_hammer.11707	Drop|Wield
item.cursed_goblin_staff.11709	Drop|Wield
item.curved_bone.10977	Bury|Drop
item.cutthroat_flag.8966	Drop|Wield
item.cyclops_head.19915	Drop|Wear
item.daddy_s_special_water_s_special_water.31865	Destroy|Drink|Drop
item.daeyalt_essence.24704	Drop
item.daeyalt_ore.9632	Destroy|Drop
item.dagannoth_bones.6729	Break-down|Bury|Drop
item.dagannoth_hide.6155	Drop
item.dagannoth_king_bonemeal.6728	Drop|Empty
item.dagon_hai_hat.24288	Drop|Wear
item.dagon_hai_robe_bottom.24294	Drop|Wear
item.dagon_hai_robe_top.24291	Drop|Wear
item.dagon_hai_robes_set.24333	Drop
item.damaged_book.3839	Check|Drop|Wield
item.damaged_monkey_tail.19665	Drop
item.damiana_tea.30981	Drink|Drop|Empty
item.damiana_water.30979	Drink|Drop|Empty
item.damp_planks.11031	Destroy|Drop
item.damp_tinderbox.4073	Drop
item.dareeyak_teleport.12777	Break|Configure|Drop
item.dark_bow.11235	Drop|Wield
item.dark_bow_bh.27853	Dismantle|Drop|Wield
item.dark_bow_tie.19970	Drop|Wear
item.dark_cavalier.2641	Drop|Wear
item.dark_crab.11936	Drop|Eat
item.dark_dagger.746	Drop|Investigate|Wield
item.dark_essence_block.13446	Drop
item.dark_essence_fragments.7938	Count|Drop
item.dark_fishing_bait.11940	Drop
item.dark_flippers.25557	Drop|Wear
item.dark_infinity_bottoms.12459	Dismantle|Drop|Wear
item.dark_infinity_colour_kit.12528	Drop
item.dark_infinity_hat.12457	Dismantle|Drop|Wear
item.dark_infinity_top.12458	Dismantle|Drop|Wear
item.dark_kebbit_fur.10115	Drop
item.dark_relic.21027	Commune|Destroy
item.dark_squall_hood.29566	Destroy|Drop|Wear
item.dark_squall_robe_bottom.29570	Destroy|Drop|Wear
item.dark_squall_robe_top.29568	Destroy|Drop|Wear
item.dark_trousers.19964	Drop|Wear
item.dark_tuxedo_cuffs.19961	Drop|Wear
item.dark_tuxedo_jacket.19958	Drop|Wear
item.dark_tuxedo_shoes.19967	Drop|Wear
item.darklight.6746	Drop|Wield
item.dashing_kebbit_fur.10127	Drop
item.dawnbringer.22516	Drop|Wield
item.death_talisman.1456	Drop|Locate
item.death_tiara.5547	Drop|Wear
item.decorative_armour.4069	Drop|Wear
item.decorative_boots.25163	Drop|Wear
item.decorative_full_helm.25165	Drop|Wear
item.decorative_helm.4071	Drop|Wear
item.decorative_shield.4072	Drop|Wear
item.decorative_sword.4068	Drop|Wield
item.deep_sea_apparatus.31296	Destroy|Drop|Inspect|Wear
item.deep_sea_helmet.31295	Destroy|Drop|Inspect|Wear
item.deerstalker.12540	Drop|Wear
item.defence_cape.9753	Drop|Toggle Effect|Toggle Respawn|Wear
item.defence_hood.9755	Drop|Wear
item.defender_icon.10558	Drop|Equip
item.defensive_shield.8856	Drop|Wield
item.delphinium_seed.6457	Destroy
item.demon_feet.23294	Drop|Wear
item.demon_tear.31111	Drop
item.demonic_sigil_mould.6747	Drop
item.demonic_tallow.30800	Drop
item.dense_essence_block.13445	Drop
item.desert_amulet_1.13133	Drop|Teleport|Wear
item.desert_amulet_2.13134	Drop|Teleport|Wear
item.desert_amulet_3.13135	Drop|Teleport|Wear
item.desert_amulet_4.13136	Drop|Kalphite cave|Nardah|Wear
item.desert_boots.1837	Drop|Wear
item.desert_camo_legs.10063	Drop|Wear
item.desert_camo_top.10061	Drop|Wear
item.desert_devil_fur.10123	Drop
item.desert_disguise.4611	Drop|Wear
item.desert_goat_horn.9735	Drop
item.desert_legs.6390	Drop|Wear
item.desert_lizard_bone.7902	Drop
item.desert_robe.1835	Drop|Wear
item.desert_robes.6386	Drop|Wear
item.desert_shirt.1833	Drop|Wear
item.desert_top.6384	Drop|Wear
item.devout_boots.22954	Dismantle|Drop|Wear
item.dexterous_prayer_scroll.21034	Drop|Read
item.dharok_s_armour_set.12877	Drop
item.dharok_s_greataxe.4718	Check|Drop|Wield
item.dharok_s_helm.4716	Check|Drop|Wear
item.dharok_s_platebody.4720	Check|Drop|Wear
item.dharok_s_platelegs.4722	Check|Drop|Wear
item.diabolic_worms.30773	Drop
item.diamond_amulet.1700	Drop|Wear
item.diamond_amulet_u.1681	Drop
item.diamond_bolt_tips.9192	Drop
item.diamond_bolts.9340	Drop|Wield
item.diamond_bolts_e.9243	Drop|Wield
item.diamond_bracelet.11092	Drop|Wear
item.diamond_dragon_bolts.21969	Drop|Wield
item.diamond_dragon_bolts_e.21946	Drop|Wield
item.diamond_sickle_b.33709	Cast Bloom|Drop|Wield
item.digsite_teleport.12403	Drop|Teleport
item.dinh_s_blazing_bulwark.28682	Drop|Kill Area|Revert|Wear|Wield
item.dinh_s_bulwark.21015	Drop|Wear
item.dinh_s_hammer.22761	Destroy|Inspect
item.dirty_arrowtips.31047	Clean|Drop
item.dirty_blast.7497	Drink|Drop
item.disk_of_returning.981	Activate|Blackout|Drop
item.divine_rune_pouch.27281	Destroy|Drop|Empty|Open|Revert
item.diving_apparatus.7535	Drop|Wear
item.dizana_s_max_cape.28902	Destroy|Drop|Empty|Open|Wear
item.dizana_s_max_hood.28904	Drop|Wear
item.dizana_s_quiver.28951	Drop|Empty|Open|Uncharge|Wear|Destroy
item.doctor_s_hat.6547	Destroy|Drop|Wear
item.dodgy_necklace.21143	Break|Check|Drop|Wear
item.doogle_leaves.1573	Drop
item.dorgesh_kaan_sphere.10972	Break|Drop
item.dorgeshuun_crossbow.8880	Drop|Wield
item.double_ammo_mould.27012	Drop
item.double_eye_patch.19727	Drop|Wear
item.draconic_visage.11286	Drop
item.dragon_2h_sword.7158	Drop|Wield
item.dragon_2h_sword_cr.28051	Dismantle|Drop|Wield
item.dragon_armour_set_lg.21882	Drop
item.dragon_armour_set_sk.21885	Drop
item.dragon_arrow.11212	Drop|Wield
item.dragon_arrowtips.11237	Drop
item.dragon_axe.6739	Drop|Wield
item.dragon_battleaxe.1377	Drop|Wield
item.dragon_battleaxe_cr.28037	Dismantle|Drop|Wield
item.dragon_bitter.1911	Drink|Drop
item.dragon_bitter_m.5745	Drink|Drop
item.dragon_bolts.21905	Drop|Wield
item.dragon_bolts_unf.21930	Drop
item.dragon_bonemeal.4261	Drop|Empty
item.dragon_bones.536	Bury|Drop
item.dragon_boots.11840	Drop|Wear
item.dragon_boots_cr.28055	Dismantle|Drop|Wear
item.dragon_boots_ornament_kit.22231	Drop
item.dragon_cane.12373	Drop|Wield
item.dragon_cannon_barrel.32115	Drop
item.dragon_cannonball.31916	Drop
item.dragon_chainbody.2513	Drop|Wear
item.dragon_chainbody_cr.28065	Dismantle|Drop|Wear
item.dragon_chainbody_ornament_kit.12534	Drop
item.dragon_chainshot_cannonball.31930	Drop
item.dragon_claws.13652	Drop|Wield
item.dragon_claws_cr.28039	Dismantle|Drop|Wield
item.dragon_crossbow.21902	Drop|Wield
item.dragon_crossbow_cr.28053	Dismantle|Drop|Wield
item.dragon_crossbow_u.21921	Drop
item.dragon_dagger.1215	Drop|Wield
item.dragon_dagger_cr.28019	Dismantle|Drop|Wield
item.dragon_dagger_p_cr.28021	Dismantle|Drop|Wield
item.dragon_dagger_p_cr.28023	Dismantle|Drop|Wield
item.dragon_dagger_p_cr.28025	Dismantle|Drop|Wield
item.dragon_dart.11230	Drop|Wield
item.dragon_dart_tip.11232	Drop
item.dragon_defender.12954	Drop|Wield
item.dragon_defender_ornament_kit.20143	Drop
item.dragon_felling_axe.28217	Drop|Wield
item.dragon_fire_arrow.11217	Drop|Wield
item.dragon_full_helm.11335	Drop|Wear
item.dragon_full_helm_ornament_kit.12538	Drop
item.dragon_gloves.7461	Drop|Wear
item.dragon_halberd.3204	Drop|Wield
item.dragon_halberd_cr.28049	Dismantle|Drop|Wield
item.dragon_harpoon.21028	Drop|Wield
item.dragon_hasta.22731	Drop|Wield
item.dragon_hunter_crossbow.21012	Drop|Wield
item.dragon_hunter_crossbow_b.25918	Dismantle|Drop|Wield
item.dragon_hunter_lance.22978	Drop|Wield
item.dragon_hunter_wand.30070	Drop|Wield
item.dragon_impling_jar.11256	Destroy|Drop|Loot
item.dragon_incendiary_cannonball.31944	Drop
item.dragon_javelin.19484	Drop|Wield
item.dragon_javelin_tips.19582	Drop
item.dragon_keel_parts.32017	Drop
item.dragon_kiteshield.21895	Drop|Wield
item.dragon_kiteshield_ornament_kit.22239	Drop
item.dragon_knife.22804	Drop|Wield
item.dragon_legs_skirt_ornament_kit.12536	Drop
item.dragon_limbs.21918	Drop
item.dragon_longsword.1305	Drop|Wield
item.dragon_longsword_bh.27859	Dismantle|Drop|Wield
item.dragon_longsword_cr.28033	Dismantle|Drop|Wield
item.dragon_mace.1434	Drop|Wield
item.dragon_mace_bh.27857	Dismantle|Drop|Wield
item.dragon_mace_cr.28027	Dismantle|Drop|Wield
item.dragon_med_helm.1149	Drop|Wear
item.dragon_med_helm_cr.28057	Dismantle|Drop|Wear
item.dragon_metal_lump.22103	Drop
item.dragon_metal_shard.22097	Drop
item.dragon_metal_sheet.31996	Drop
item.dragon_metal_slice.22100	Drop
item.dragon_nails.31406	Drop
item.dragon_necklace.1664	Drop|Wear
item.dragon_pickaxe.11920	Drop|Revert|Wield
item.dragon_pickaxe_upgrade_kit.12800	Drop
item.dragon_platebody.21892	Drop|Wear
item.dragon_platebody_ornament_kit.22236	Drop
item.dragon_platelegs.4087	Drop|Wear
item.dragon_platelegs_cr.28061	Dismantle|Drop|Wear
item.dragon_plateskirt.4585	Drop|Wear
item.dragon_plateskirt_cr.28063	Dismantle|Drop|Wear
item.dragon_scale_dust.241	Drop
item.dragon_scimitar.4587	Drop|Wield
item.dragon_scimitar_cr.28031	Dismantle|Drop|Wield
item.dragon_scimitar_ornament_kit.20002	Drop
item.dragon_spear.1249	Drop|Wield
item.dragon_spear_cr.28041	Dismantle|Drop|Wield
item.dragon_spear_p_cr.28043	Dismantle|Drop|Wield
item.dragon_spear_p_cr.28045	Dismantle|Drop|Wield
item.dragon_spear_p_cr.28047	Dismantle|Drop|Wield
item.dragon_sq_shield.1187	Drop|Wield
item.dragon_sq_shield_cr.28059	Dismantle|Drop|Wield
item.dragon_sq_shield_ornament_kit.12532	Drop
item.dragon_staff_of_collection.30611	Create-book|Drop|Wield
item.dragon_sword.21009	Drop|Wield
item.dragon_sword_cr.28029	Dismantle|Drop|Wield
item.dragon_thrownaxe.20849	Drop|Wield
item.dragon_token.7478	Destroy|Drop|Rub
item.dragon_warhammer.13576	Drop|Wield
item.dragon_warhammer_cr.28035	Dismantle|Drop|Wield
item.dragon_warhammer_ornament_kit.26709	Drop
item.dragonbone_necklace.22111	Drop|Wear
item.dragonfire_shield.11283	Drop|Empty|Inspect|Wield
item.dragonfire_ward.22002	Drop|Empty|Inspect|Wield
item.dragonfruit.22929	Drop|Eat
item.dragonfruit_pie.22795	Drop|Eat
item.dragonfruit_sapling.22866	Drop
item.dragonfruit_seedling.22862	Drop
item.dragonfruit_seedling_w.22864	Drop
item.dragonfruit_tree_seed.22877	Drop
item.dragonstone.1615	Drop
item.dragonstone_amulet.1702	Drop|Wear
item.dragonstone_amulet_u.1683	Drop
item.dragonstone_armour_set.23667	Drop
item.dragonstone_bolt_tips.9193	Drop
item.dragonstone_bolts.9341	Drop|Wield
item.dragonstone_bolts_e.9244	Drop|Wield
item.dragonstone_boots.24043	Drop|Wear
item.dragonstone_bracelet.11115	Drop|Wear
item.dragonstone_dragon_bolts.21971	Drop|Wield
item.dragonstone_dragon_bolts_e.21948	Drop|Wield
item.dragonstone_full_helm.24034	Drop|Wear
item.dragonstone_gauntlets.24046	Drop|Wear
item.dragonstone_platebody.24037	Drop|Wear
item.dragonstone_platelegs.24040	Drop|Wear
item.dragonstone_ring.1645	Drop|Wear
item.drakan_s_medallion.22400	Drop|Teleport|Wear
item.drake.23041	Drop
item.drake_bonemeal.22756	Drop|Empty
item.drake_bones.22783	Bury|Drop
item.drake_s_claw.22957	Drop
item.drake_s_tooth.22960	Drop
item.dramen_staff.772	Drop|Wield
item.draynor_manor_teleport.19615	Break|Drop
item.dream_log.9067	Drop
item.dreamy_lamp.11157	Destroy|Drop|Rub
item.drift_net.21652	Drop
item.druid_pouch.2957	Drop|Fill
item.druid_s_robe.538	Drop|Wear
item.druid_s_robe_top.540	Drop|Wear
item.drunk_dragon.2092	Drink|Drop|Empty
item.dual_macuahuitl.28997	Drop|Wield
item.dual_sai.23206	Drop|Wield
item.dull_knife.32865	Destroy|Inspect
item.dust.30328	Drop
item.dust_battlestaff.20736	Drop|Wield
item.dust_rune.4696	Drop
item.dusty_lamp.28132	Destroy|Rub
item.dwarf_cannon_set.12863	Drop
item.dwarf_weed.267	Drop
item.dwarf_weed_potion_unf.109	Drop|Empty
item.dwarf_weed_seed.5303	Drop
item.dwarven_battleaxe.5056	Drop|Wield
item.dwarven_helmet.11200	Drop|Wear
item.dwarven_rock_cake.7509	Drop|Eat|Guzzle
item.dwarven_stout.1913	Drink|Drop
item.dwarven_stout_m.5747	Drink|Drop
item.dwellberries.2126	Drop|Eat
item.dwellberry_seed.5103	Drop
item.dynamite.13573	Drop|Empty
item.dynamite_pot.13572	Drop|Empty
item.eagle_cape.10171	Drop|Wear
item.eagle_feather.10167	Drop
item.earmuffs.4166	Drop|Wear
item.earth_battlestaff.1399	Drop|Wield
item.earth_impling_jar.11244	Destroy|Drop|Loot
item.earth_orb.575	Drop
item.earth_talisman.1440	Drop|Locate
item.earth_tiara.5535	Drop|Wear
item.earthbound_tecpatl.30957	Drop|Wield
item.echo_boots.28945	Check|Drop|Revert|Toggle-activity|Wear
item.echo_crystal.28942	Drop
item.echo_pearl.31946	Drop|Inspect
item.eclectic_impling_jar.11248	Destroy|Drop|Loot
item.eclipse_atlatl.29000	Drop|Wield
item.eclipse_moon_armour_set.31142	Drop
item.eclipse_moon_chestplate.29004	Check|Drop|Wear
item.eclipse_moon_helm.29010	Check|Drop|Wear
item.eclipse_moon_tassets.29007	Check|Drop|Wear
item.eclipse_red.29415	Drink|Drop
item.ectophial.4251	Drop|Empty
item.edible_seaweed.403	Drop|Eat
item.eel_sushi.10971	Drop|Eat
item.efaritay_s_aid.21140	Break|Check|Drop|Wear
item.efh_salt.22595	Drop
item.egg.1944	Drop|Interact|Wield
item.egg_and_tomato.7064	Drop|Eat
item.egg_mould.21252	Drop
item.egg_potato.7056	Drop|Eat
item.egg_whisk.7435	Drop|Wield
item.elder_4.20916	Drink|Drop
item.elder_4.20924	Drink|Drop
item.elder_chaos_hood.20595	Drop|Wear
item.elder_chaos_robe.20520	Drop|Wear
item.elder_chaos_top.20517	Drop|Wear
item.elder_maul.21003	Drop|Wield
item.eldritch_nightmare_staff.24425	Dismantle|Drop|Wield
item.eldritch_orb.24517	Drop
item.elemental_helmet.9729	Drop|Equip
item.elemental_ore.2892	Drop
item.elemental_shield.2890	Drop|Wield
item.elemental_sphere.8352	Drop
item.elemental_talisman.5516	Drop|Locate
item.elemental_tiara.26804	Drop|Wear
item.elf_quest_lamp.28552	Destroy|Rub
item.elidinis_ward.25985	Drop|Wield
item.elidinis_ward_f.27251	Dismantle|Drop|Wield
item.elite_black_full_helm.29560	Drop|Wear
item.elite_black_platebody.29562	Drop|Wear
item.elite_black_platelegs.29564	Drop|Wear
item.elite_calamity_breeches.26759	Drop|Wear
item.elite_calamity_chest.26753	Drop|Wear
item.elite_void_robe.13073	Drop|Wear
item.elite_void_top.13072	Drop|Wear
item.elkhorn_coral.31481	Drop
item.elkhorn_frag.31511	Drop
item.elkhorn_potion_unf.31662	Drop|Empty
item.elven_boots.24003	Drop|Wear
item.elven_dawn.23948	Drink|Drop
item.elven_gloves.24006	Drop|Wear
item.elven_legwear.24024	Drop|Wear
item.elven_signet.23943	Drop|Wear
item.elven_skirt.24012	Drop|Wear
item.elven_top.24009	Drop|Wear
item.elysian_sigil.12819	Drop
item.elysian_spirit_shield.12817	Drop|Wield
item.emberlight.29589	Drop|Revert|Wield
item.emerald_amulet.1696	Drop|Wear
item.emerald_amulet_u.1677	Drop
item.emerald_bolt_tips.9190	Drop
item.emerald_bolts.9338	Drop|Wield
item.emerald_bolts_e.9241	Drop|Wield
item.emerald_bracelet.11076	Drop|Wear
item.emerald_dragon_bolts.21965	Drop|Wield
item.emerald_dragon_bolts_e.21942	Drop|Wield
item.emerald_lantern.9064	Drop|Extinguish
item.emerald_sickle_b.22433	Cast Bloom|Drop|Wield
item.emissary_hood.29868	Destroy|Drop|Wear
item.emissary_robe_bottom.29872	Destroy|Drop|Wear
item.emissary_robe_top.29870	Destroy|Drop|Wear
item.emissary_sandals.29874	Destroy|Drop|Wear
item.empty_candle_lantern.4527	Drop
item.empty_cup.1980	Drop
item.empty_fishbowl.6667	Drop
item.empty_oil_lamp.4525	Drop
item.empty_oil_lantern.4535	Drop
item.empty_plant_pot.5350	Drop
item.empty_sack.5418	Drop|Fill
item.enchant_diamond.8019	Drop|Info
item.enchant_dragonstone.8020	Drop|Info
item.enchant_emerald_or_jade.8017	Drop|Info
item.enchant_onyx.8021	Drop|Info
item.enchant_ruby_or_topaz.8018	Drop|Info
item.enchant_sapphire_or_opal.8016	Drop|Info
item.enchanted_bar.4007	Drop|Listen
item.enchanted_diamond_sickle_b.33711	Cast Bloom|Drop|Wield
item.enchanted_emerald_sickle_b.22435	Cast Bloom|Drop|Wield
item.enchanted_gem.4155	Activate|Check|Drop|Log|Partner
item.enchanted_hat.7400	Drop|Wear
item.enchanted_lyre.3690	Drop|Play|Equip
item.enchanted_lyre_i.23458	Drop|Equip|Play
item.enchanted_robe.7398	Drop|Wear
item.enchanted_ruby_sickle_b.24695	Cast Bloom|Drop|Wield
item.enchanted_symbol.21800	Activate|Destroy|Drop
item.enchanted_top.7399	Drop|Wear
item.enhanced_crystal_teleport_seed.23959	Drop
item.enhanced_crystal_weapon_seed.25859	Drop
item.enhanced_quetzal_whistle_blueprint.29253	Check|Craft|Drop
item.enriched_snapdragon_seed.29538	Destroy
item.ensouled_abyssal_head.13507	Drop
item.ensouled_aviansie_head.13504	Drop
item.ensouled_bear_head.13462	Drop
item.ensouled_bloodveld_head.13495	Drop
item.ensouled_chaos_druid_head.13471	Drop
item.ensouled_dagannoth_head.13492	Drop
item.ensouled_demon_head.13501	Drop
item.ensouled_dog_head.13468	Drop
item.ensouled_dragon_head.13510	Drop
item.ensouled_elf_head.13480	Drop
item.ensouled_giant_head.13474	Drop
item.ensouled_goblin_head.13447	Drop
item.ensouled_hellhound_head.26996	Drop
item.ensouled_horror_head.13486	Drop
item.ensouled_imp_head.13453	Drop
item.ensouled_kalphite_head.13489	Drop
item.ensouled_minotaur_head.13456	Drop
item.ensouled_monkey_head.13450	Drop
item.ensouled_ogre_head.13477	Drop
item.ensouled_scorpion_head.13459	Drop
item.ensouled_troll_head.13483	Drop
item.ensouled_tzhaar_head.13498	Drop
item.ensouled_unicorn_head.13465	Drop
item.ent_branch.31032	Drop
item.ent_seed.31018	Drop
item.equa_leaves.2128	Drop|Eat
item.equa_toad_s_legs.2154	Drop|Eat
item.escape_crystal.22517	Activate|Auto-afk|Configure|Drop|Teleport|Wear
item.essence_impling_jar.11246	Destroy|Drop|Loot
item.etched_araxyte_fang.33534	Drop
item.etched_elder_venator_fang.33636	Drop
item.eternal_boots.13235	Drop|Wear
item.eternal_crystal.13227	Drop
item.eternal_gem.21270	Activate|Check|Drop|Log|Partner
item.evil_chicken_feet.20433	Drop|Wear
item.evil_chicken_head.20439	Drop|Wear
item.evil_chicken_legs.20442	Drop|Wear
item.evil_chicken_wings.20436	Drop|Wear
item.excalibur.35	Drop|Wield
item.executioner_s_axe_head.28319	Drop|Inspect
item.expeditious_bracelet.21177	Break|Check|Drop|Wear
item.experiment_bone.7893	Drop
item.expert_mining_gloves.21392	Drop|Wear
item.explorer_backpack.12514	Drop|Wear
item.explorer_s_ring_1.13125	Alchemy|Check|Drop|Energy|Wear
item.explorer_s_ring_2.13126	Check|Drop|Functions|Teleport|Wear
item.explorer_s_ring_3.13127	Check|Drop|Functions|Teleport|Wear
item.explorer_s_ring_4.13128	Check|Drop|Functions|Teleport|Wear
item.explosive_barrel.33743	Destroy
item.exquisite_boots.5064	Drop|Wear
item.exquisite_clothes.5067	Drop|Wear
item.extended_anti_venom_4.29824	Drink|Drop|Empty
item.eye_of_ayak.31113	Check|Drop|Uncharge|Wield
item.eye_of_newt.221	Drop
item.facemask.4164	Drop|Wear
item.fake_beak.10172	Drop|Wear
item.fake_beard.4593	Drop
item.falador_shield_1.13117	Check|Drop|Recharge-prayer|Wear
