card_id	value
npc.shadow_keeper.12248	131
npc.shadow_spider.3016	52
npc.shadow_warrior.2853	48
npc.shadow_wyrm.10398	259
npc.shaeded_beast.8709	186
npc.shantay_guard.4643	22
npc.shellbane_gryphon.14860	235
npc.shifter.1694	38–104
npc.shipyard_worker.5457	11
npc.shockwave_colossus.12819	239
npc.sigmund.991	50–64
npc.sir_bedivere.4361	110
npc.sir_carl.8988	62
npc.sir_gawain.4356	122
npc.sir_harry.8989	62
npc.sir_jerro.8987	62
npc.sir_kay.4355	124
npc.sir_lancelot.4354	127
npc.sir_leye.4682	20
npc.sir_lucan.4357	120
npc.sir_mordred.3527	39
npc.sir_palomedes.4358	118
npc.sir_pelleas.4360	112
npc.sir_tristram.4359	115
npc.skavid.2846	2
npc.skeletal_miner.3615	42
npc.skeletal_wyvern.465	140
npc.skeleton.70	13–142
npc.skeleton_brute.1538	132
npc.skeleton_champion.3358	40
npc.skeleton_fremennik.4491	40–60
npc.skeleton_heavy.1540	130
npc.skeleton_hellhound.5054	97–198
npc.skeleton_hero.1537	146
npc.skeleton_mage.84	16–83
npc.skeleton_thug.1541	130
npc.skeleton_warlord.1539	132
npc.skoblin.11268	29
npc.skogre.872	44
npc.skotizo.7286	321
npc.skraeling.773	2
npc.slagilith.1362	92–202
npc.slash_bash.882	111
npc.sleepwalker.9446	3
npc.slug_prince.4797	62
npc.small_lizard.462	12
npc.small_scarab.14126	41
npc.smoke_devil.498	160
npc.snailfeet.11270	56
npc.snake.1037	5–35
npc.snakeling.2045	90
npc.snothead.11269	32
npc.sofiya.2626	24
npc.sol_heredit.12821	481–1563
npc.soldier.4088	21–48
npc.soldier_scarab.11724	89
npc.soldier_tier_1.6905	39
npc.soldier_tier_2.6907	48
npc.soldier_tier_3.6909	58
npc.soldier_tier_4.6911	70
npc.soldier_tier_5.6913	99
npc.sorebones.561	57
npc.sotetseg.8388	336–1195
npc.sourhog.10435	37
npc.spawn.5916	55–100
npc.spawn_of_sarachnis.8714	68–107
npc.speedy_keith.303	34
npc.spider	24–35
npc.spidine.3602	42
npc.spiked_turoth.10397	244
npc.spindel.11998	302
npc.spindel_s_spiderling.12001	12
npc.spined_kraken.15208	128
npc.spinner.1709	36–92
npc.spinolyp.5947	76
npc.spiritual_mage.2212	120–182
npc.spiritual_ranger.2211	115–158
npc.spiritual_warrior.2210	115–158
npc.spitting_scarab.11725	89
npc.spitting_wyvern.7794	139
npc.splatter.1689	22–398
npc.stag.1845	15
npc.starlight.2206	149
npc.steel_dragon.139	246–274
npc.stick.926	104
npc.stingray.15218	92
npc.stone_guardian.8064	124
npc.strange_creature.12073	93–368
npc.stranger.685	95
npc.strangled.12268	138–149
npc.strangled_bear.12288	197
npc.strangled_boar.12289	166
npc.strangled_lynx.12290	182
npc.strong_warrior.13484	96
npc.strongbones.11273	184
npc.suit_of_armour.5043	19
npc.sulphur_lizard.8614	50–257
npc.sulphur_nagua.12879	98
npc.summoned_zombie.69	13
npc.suqah.787	111
npc.surok_magis.13482	265
npc.svetlana.2621	24
npc.swamp_crab.8297	55
npc.swamp_frog.8578	24
npc.swamp_snake.5615	80–139
npc.swordchick.3603	46
npc.taloned_wyvern.7793	147
npc.tanglefoot.5848	111–199
npc.tar_monster.7804	132
npc.tarik.4757	21
npc.tarn.6476	69
npc.temple_guardian.7620	30
npc.temple_spider.8703	75
npc.tentacle.5643	99–136
npc.tern.15228	20
npc.terror_dog.6473	100–110
npc.terrorbird.2064	28
npc.the_draugen.3922	69
npc.the_everlasting.3474	223–365
npc.the_forsaken_assassin.12328	252
npc.the_hueycoatl.14009	642
npc.the_illusive.3476	108
npc.the_inadequacy.3473	343–600
npc.the_jormungand.9291	363
npc.the_kendal.1377	70–210
npc.the_leviathan.12214	593–798
npc.the_maiden_of_sugadinti.8360	324–1128
npc.the_mimic.8633	186
npc.the_nightmare.9425	814
npc.the_rocks.15168	154
npc.the_shaikahan.4708	83
npc.the_untouchable.3475	274–440
npc.the_whisperer.12204	587–791
npc.thermonuclear_smoke_devil.499	301–313
npc.thief.1448	14–21
npc.third_age_mage.8637	83
npc.third_age_ranger.8636	76
npc.third_age_warrior.8635	83
npc.thora.3682	2
npc.thorhild.3677	1
npc.thrantax_the_mighty.3518	92
npc.thrower_troll.931	67–68
npc.thug.525	10
npc.tiger_shark.15198	125
npc.tok_xil.141	90–135
npc.tolna.1075	46
npc.torag_the_corrupted.1676	115
npc.torcher.1714	33–92
npc.tormented_demon.13599	450
npc.tormented_soul.8512	16
npc.tormented_warrior.3959	90
npc.tortoise.6075	79–92
npc.tortured_gorilla.7095	141–142
npc.tortured_soul.2999	59
npc.tough_guy.3551	75
npc.tower_archer.6065	19–64
npc.tower_guard.4405	28
npc.trapped_soul.8514	30–101
npc.tree_spirit.1163	14–199
npc.treus_dayth.3616	95–194
npc.tribesman.530	32
npc.tribeswoman.11955	32
npc.troll.133	91
npc.troll_general.4120	113
npc.troll_spectator.4123	71
npc.tstanon_karlak.3130	145
npc.tumeken_s_warden.11756	383–544
npc.turoth.426	83–89
npc.twig.4131	71
npc.typhor.9296	218
npc.tyras_guard.639	110
npc.tz_kek.2191	22–45
npc.tz_kih.2189	22
npc.tzhaar_hur.2161	74
npc.tzhaar_ket.2173	149–221
npc.tzhaar_mej.2154	103
npc.tzhaar_xil.2167	133
npc.tzkal_zuk.7706	1400
npc.tztok_jad.3127	569–1758
npc.tztok_jad_rek.15557	186
npc.ugthanki.4652	42
npc.ulfric.4500	100
npc.umbra.11284	285
npc.undead_chicken.2993	1
npc.undead_cow.2992	2
npc.undead_druid.2145	105
npc.undead_lumberjack.5648	30–70
npc.undead_one.5342	61–73
npc.undead_zealot.10591	34
npc.ungadulu.3957	70–169
npc.unicorn.2837	15
npc.unicorn_foal.3910	12
npc.unicow.3601	25
npc.uodai.5262	149
npc.ur_maggot_larvae.15743	65
npc.urium_shade.10589	140
npc.urium_shadow.6143	140
npc.uyoro.5260	149
npc.valgerd.3683	2
npc.vampyre_juvenile.3692	45–54
npc.vampyre_juvinate.3694	50–119
npc.vampyre_kraken.15212	211
npc.vanstrom_klause.3735	169–472
npc.vardorvis.12223	402–784
npc.veiled_kraken.15576	210
npc.venator.15765	195–246
npc.venenatis.6504	464
npc.venenatis_spiderling.12000	12
npc.vera.2630	24
npc.verac_the_defiled.1677	115
npc.verzik_vitur.8370	425–1520
npc.vet_ion.6611	454
npc.vitreous_chilled_jelly.15501	241
npc.vitreous_jelly.7399	206
npc.vitreous_warped_jelly.7400	241–283
npc.viyeldi.3963	79
npc.void_flare.14179	130
npc.volatile_baboon.11716	72
npc.vorkath.8060	392–732
npc.vulture.1267	31
npc.vyrewatch.3717	87–125
npc.vyrewatch_sentinel.9756	151
npc.wall_beast.476	49
npc.wallasalki.5938	98
npc.warped_jelly.7277	112
npc.warped_terrorbird.12491	96–138
npc.warped_tortoise.12490	121
npc.warrior.3260	24–48
npc.warrior_of_murahs.10393	21
npc.watchman.5420	33
npc.water_elemental.1370	34
npc.water_wizard.1557	13
npc.waterfiend.2916	115
npc.weaponsmaster.14137	23
npc.webbed_winged_crow.16226	98
npc.well_armed_foe.7751	820
npc.werewolf.2593	88–93
npc.white_golem.4743	75
npc.white_jaguar.12979	67
npc.white_knight.1798	36–42
npc.white_wolf.107	25–38
npc.wighted_leech.12335	96
npc.wild_dog.112	63
npc.wilson.3865	37
npc.wingman_skree.3163	143
npc.witch.514	25
npc.witch_s_experiment.3996	19–103
npc.wizard.3257	9
npc.wolf.106	11–79
npc.woman	3–14
npc.wormbrain.820	2
npc.wyrd.16212	564
npc.wyrm.8610	97
npc.wyrmling.13031	55
npc.xamphur.10955	239
npc.xarpus.8340	331–1160
npc.yadviga.2628	24
npc.yak.5816	22
npc.yama.14176	524–1524
npc.yeti.2847	58
npc.yrsa.3679	1
npc.yt_hurkot.3128	108–141
npc.yt_mejkot.3123	180
npc.yuri.2615	24
npc.zakl_n_gritch.3131	142
npc.zalcano.9049	336
npc.zamorak_crafter.7426	19
npc.zamorak_mage.7422	82–84
npc.zamorak_ranger.7420	81–82
npc.zamorak_warrior.7418	84–85
npc.zamorak_wizard.2954	65
npc.zemouregal.15237	322–984
npc.zemouregal_summon.15558	90–163
npc.zogre.866	44
npc.zoja.2631	24
npc.zombie.26	13–159
npc.zombie_pirate.563	22–57
npc.zombie_rat.3969	3
npc.zombie_swab.619	55
npc.zombies_champion.3359	51
npc.zombified_spawn.8062	55–64
npc.zulrah.2042	725
npc.zygomite.537	74–86
