quest_key	group_id	group_mode	card_id	source
Ragandboneman	all:npc.seagull.1338	ALL	npc.seagull.1338	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.snake.1037	ALL	npc.snake.1037	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.troll.133	ALL	npc.troll.133	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.undead_cow.2992	ALL	npc.undead_cow.2992	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.vulture.1267	ALL	npc.vulture.1267	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.werewolf.2593	ALL	npc.werewolf.2593	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.wolf.106	ALL	npc.wolf.106	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.zogre.866	ALL	npc.zogre.866	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	all:npc.zombie.26	ALL	npc.zombie.26	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	any:terrorbird-wing	ANY	npc.terrorbird.2064	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Ragandboneman	any:terrorbird-wing	ANY	npc.warped_terrorbird.12491	OSRS Wiki: The Path of Glouphrie; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Recipefordisaster	all:npc.agrith_na_na.4880	ALL	npc.agrith_na_na.4880	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Recipefordisaster	all:npc.big_snake.2978	ALL	npc.big_snake.2978	OSRS Wiki: Recipe for Disaster — Freeing King Awowogei
Recipefordisaster	all:npc.black_dragon.252	ALL	npc.black_dragon.252	OSRS Wiki: Recipe for Disaster — Freeing Sir Amik Varze; Black dragon; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Recipefordisaster	all:npc.crab.4819	ALL	npc.crab.4819	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Recipe for Disaster
Recipefordisaster	all:npc.culinaromancer.4878	ALL	npc.culinaromancer.4878	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Recipefordisaster	all:npc.dessourt.4883	ALL	npc.dessourt.4883	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Recipefordisaster	all:npc.evil_chicken.1870	ALL	npc.evil_chicken.1870	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Recipefordisaster	all:npc.flambeed.4881	ALL	npc.flambeed.4881	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Recipefordisaster	all:npc.gelatinnoth_mother.4884	ALL	npc.gelatinnoth_mother.4884	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Recipefordisaster	all:npc.jubbly_bird.4863	ALL	npc.jubbly_bird.4863	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Recipe for Disaster
Recipefordisaster	all:npc.karamel.4882	ALL	npc.karamel.4882	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Recipefordisaster	all:npc.mudskipper.4820	ALL	npc.mudskipper.4820	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Recipe for Disaster
Recruitmentdrive	all:npc.sir_leye.4682	ALL	npc.sir_leye.4682	OSRS Wiki: Recruitment Drive; Sir Leye
Regicide	all:npc.tyras_guard.639	ALL	npc.tyras_guard.639	OSRS Wiki: Regicide
Rovingelves	all:npc.moss_guardian.891	ALL	npc.moss_guardian.891	OSRS Wiki: Roving Elves; Moss Guardian
Royaltrouble	all:npc.giant_sea_snake.1101	ALL	npc.giant_sea_snake.1101	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Royaltrouble	all:npc.sea_snake_hatchling.1098	ALL	npc.sea_snake_hatchling.1098	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Royaltrouble	all:npc.sea_snake_young.1097	ALL	npc.sea_snake_young.1097	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Rumdeal	all:npc.evil_spirit.625	ALL	npc.evil_spirit.625	OSRS Wiki: Rum Deal
Secretsofthenorth	all:npc.evelot.12047	ALL	npc.evelot.12047	OSRS Wiki: Secrets of the North
Secretsofthenorth	all:npc.strange_creature.12073	ALL	npc.strange_creature.12073	OSRS Wiki: Secrets of the North; OSRS Wiki: Shadows of Custodia
Shadesofmortton	all:npc.loar_shade.1277	ALL	npc.loar_shade.1277	Quest completeness review; pinned cache family 1277
Shadowofthestorm	all:npc.agrith_naar.911	ALL	npc.agrith_naar.911	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Shadowsofcustodia	all:npc.strange_creature.12073	ALL	npc.strange_creature.12073	OSRS Wiki: Secrets of the North; OSRS Wiki: Shadows of Custodia
Shilovillage	all:npc.nazastarool.5353	ALL	npc.nazastarool.5353	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Sinsofthefather	all:npc.damien_leucurte.9564	ALL	npc.damien_leucurte.9564	OSRS Wiki: Sins of the Father; Damien Leucurte
Sinsofthefather	all:npc.kroy.9560	ALL	npc.kroy.9560	OSRS Wiki: Sins of the Father; Kroy
Sinsofthefather	all:npc.mutated_bloodveld.7276	ALL	npc.mutated_bloodveld.7276	OSRS Wiki: Sins of the Father; Mutated Bloodveld
Sinsofthefather	all:npc.nail_beast.2946	ALL	npc.nail_beast.2946	OSRS Wiki: Sins of the Father; Nail beast
Sinsofthefather	all:npc.vampyre_juvenile.3692	ALL	npc.vampyre_juvenile.3692	OSRS Wiki: Sins of the Father; Vampyre Juvenile
Sinsofthefather	all:npc.vampyre_juvinate.3694	ALL	npc.vampyre_juvinate.3694	OSRS Wiki: Sins of the Father; Vampyre Juvinate
Sinsofthefather	all:npc.vanstrom_klause.3735	ALL	npc.vanstrom_klause.3735	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Darkness of Hallowvale
Songoftheelves	all:npc.essyllt.8950	ALL	npc.essyllt.8950	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Songoftheelves	all:npc.fragment_of_seren.8917	ALL	npc.fragment_of_seren.8917	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Spiritsoftheelid	all:npc.black_golem.4742	ALL	npc.black_golem.4742	OSRS Wiki: Spirits of the Elid
Spiritsoftheelid	all:npc.grey_golem.4744	ALL	npc.grey_golem.4744	OSRS Wiki: Spirits of the Elid
Spiritsoftheelid	all:npc.white_golem.4743	ALL	npc.white_golem.4743	OSRS Wiki: Spirits of the Elid
Swansong	all:npc.sea_troll_queen.4315	ALL	npc.sea_troll_queen.4315	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Taibwowannaitrio	all:npc.the_shaikahan.4708	ALL	npc.the_shaikahan.4708	OSRS Wiki: The Shaikahan; Tai Bwo Wannai Trio
Taleoftherighteous	all:npc.corrupt_lizardman.7997	ALL	npc.corrupt_lizardman.7997	OSRS Wiki: Corrupt Lizardman; Tale of the Righteous
Templeofikov	all:npc.fire_warrior_of_lesarkus.3448	ALL	npc.fire_warrior_of_lesarkus.3448	OSRS Wiki: Temple of Ikov
Templeofikov	all:npc.guardian_of_armadyl.3445	ALL	npc.guardian_of_armadyl.3445	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Theascentofarceuus	all:npc.tormented_soul.8512	ALL	npc.tormented_soul.8512	OSRS Wiki: The Ascent of Arceuus
Theascentofarceuus	all:npc.trapped_soul.8514	ALL	npc.trapped_soul.8514	OSRS Wiki: Trapped Soul; The Ascent of Arceuus
Thecorsaircurse	all:npc.corsair_traitor.7949	ALL	npc.corsair_traitor.7949	OSRS Wiki: The Corsair Curse; Corsair Traitor
Thecurseofarrav	all:npc.arrav.14132	ALL	npc.arrav.14132	OSRS Wiki: The Curse of Arrav; Arrav
Thecurseofarrav	all:npc.golem_guard.14125	ALL	npc.golem_guard.14125	OSRS Wiki: The Curse of Arrav; Golem guard
Thedepthsofdespair	all:npc.sand_snake.7895	ALL	npc.sand_snake.7895	OSRS Wiki: Sand Snake; The Depths of Despair
Enchantedkey	all:npc.temple_guardian.7620	ALL	npc.temple_guardian.7620	OSRS Wiki: Priest in Peril; The Enchanted Key
Theeyesofglouphrie	all:npc.evil_creature.1241	ALL	npc.evil_creature.1241	Quest completeness review; pinned cache family 1241
Thefeud	all:npc.bandit_champion.738	ALL	npc.bandit_champion.738	OSRS Wiki: The Feud
Thefeud	all:npc.tough_guy.3551	ALL	npc.tough_guy.3551	OSRS Wiki: The Feud
Thefinaldawn	all:npc.augur_metzli.14313	ALL	npc.augur_metzli.14313	OSRS Wiki: The Final Dawn; Augur Metzli
Thefinaldawn	all:npc.chimalli.14362	ALL	npc.chimalli.14362	OSRS Wiki: The Final Dawn; Chimalli
Thefinaldawn	all:npc.emissary_enforcer.14268	ALL	npc.emissary_enforcer.14268	OSRS Wiki: The Final Dawn; Emissary Enforcer
Thefinaldawn	all:npc.ennius_tullus.14331	ALL	npc.ennius_tullus.14331	OSRS Wiki: The Final Dawn; Ennius Tullus
Thefinaldawn	all:npc.lucius.14363	ALL	npc.lucius.14363	OSRS Wiki: The Final Dawn; Lucius
Thefremennikexiles	all:npc.the_jormungand.9291	ALL	npc.the_jormungand.9291	OSRS Wiki: The Jormungand; The Fremennik Exiles
Thefremennikisles	all:npc.ice_troll_king.5822	ALL	npc.ice_troll_king.5822	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Thefremennikisles	any:frenzied-ice-troll	ANY	npc.frenzied_ice_troll_runt.5823	OSRS Wiki: The Fremennik Isles
Thefremennikisles	any:frenzied-ice-troll	ANY	npc.frenzied_ice_troll_male.5824	OSRS Wiki: The Fremennik Isles
Thefremennikisles	any:frenzied-ice-troll	ANY	npc.frenzied_ice_troll_female.5825	OSRS Wiki: The Fremennik Isles
Thefremennikisles	any:frenzied-ice-troll	ANY	npc.frenzied_ice_troll_grunt.5826	OSRS Wiki: The Fremennik Isles
Thefremenniktrials	all:npc.koschei_the_deathless.3897	ALL	npc.koschei_the_deathless.3897	Quest completeness review; pinned cache family 3897
Thefremenniktrials	all:npc.the_draugen.3922	ALL	npc.the_draugen.3922	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Thegeneralsshadow	all:npc.bouncer.1224	ALL	npc.bouncer.1224	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: The General's Shadow; Ghost of Bouncer; pinned RuneLite cache family 3508/3509
Thegrandtree	all:npc.black_demon.240	ALL	npc.black_demon.240	OSRS Wiki: The Grand Tree; Black demon
Thegreatbrainrobbery	all:npc.barrelchest.600	ALL	npc.barrelchest.600	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Theheartofdarkness	all:npc.amoxliatl.13685	ALL	npc.amoxliatl.13685	OSRS Wiki: The Heart of Darkness
Theheartofdarkness	all:npc.prince_itzla_arkan.13784	ALL	npc.prince_itzla_arkan.13784	OSRS Wiki: The Heart of Darkness; Prince Itzla Arkan
Theidesofmilk	all:npc.brutus.15626	ALL	npc.brutus.15626	OSRS Wiki: The Ides of Milk
Thepathofglouphrie	all:npc.warped_terrorbird.12491	ALL	npc.warped_terrorbird.12491	OSRS Wiki: The Path of Glouphrie; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Theredreef	all:npc.black_eye_bethel.15025	ALL	npc.black_eye_bethel.15025	OSRS Wiki: The Red Reef; Black Eye Bethel
Theredreef	all:npc.giant_lobster.2994	ALL	npc.giant_lobster.2994	OSRS Wiki: The Red Reef; Giant lobster (The Red Reef)
Theredreef	all:npc.pirate.521	ALL	npc.pirate.521	OSRS Wiki: The Red Reef; Pirate; OSRS Wiki: Cabin Fever
Theslugmenace	all:npc.slug_prince.4797	ALL	npc.slug_prince.4797	OSRS Wiki: Slug Prince; The Slug Menace
Thetouristtrap	all:npc.mercenary_captain.4635	ALL	npc.mercenary_captain.4635	OSRS Wiki: The Tourist Trap
Treegnomevillage	all:npc.khazard_warlord.6390	ALL	npc.khazard_warlord.6390	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Trollromance	all:npc.arrg.643	ALL	npc.arrg.643	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Trollstronghold	all:npc.dad.4130	ALL	npc.dad.4130	OSRS Wiki: Troll Stronghold
Trollstronghold	all:npc.troll_general.4120	ALL	npc.troll_general.4120	OSRS Wiki: Troll Stronghold
Troubledtortugans	all:npc.shellbane_gryphon.14860	ALL	npc.shellbane_gryphon.14860	OSRS Wiki: Troubled Tortugans
Twilightspromise	all:npc.knight_of_varlamore.12916	ALL	npc.knight_of_varlamore.12916	OSRS Wiki: Twilight's Promise
Undergroundpass	all:npc.disciple_of_iban.8997	ALL	npc.disciple_of_iban.8997	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.doomion.8995	ALL	npc.doomion.8995	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.holthion.8996	ALL	npc.holthion.8996	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.kalrag.8993	ALL	npc.kalrag.8993	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.othainian.8994	ALL	npc.othainian.8994	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.sir_carl.8988	ALL	npc.sir_carl.8988	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.sir_harry.8989	ALL	npc.sir_harry.8989	OSRS Wiki: Underground Pass
Undergroundpass	all:npc.sir_jerro.8987	ALL	npc.sir_jerro.8987	OSRS Wiki: Underground Pass
Vampyreslayer	all:npc.count_draynor.3481	ALL	npc.count_draynor.3481	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Wanted	all:npc.black_knight.516	ALL	npc.black_knight.516	OSRS Wiki: Wanted!
Wanted	all:npc.solus_dellagar.4962	ALL	npc.solus_dellagar.4962	Quest completeness review; pinned cache family 4962
Watchtower	all:npc.gorad.4367	ALL	npc.gorad.4367	OSRS Wiki: Watchtower
Watchtower	all:npc.ogre_shaman.4382	ALL	npc.ogre_shaman.4382	OSRS Wiki: Watchtower; Ogre shaman
Whatliesbelow	all:npc.king_roald.4163	ALL	npc.king_roald.4163	OSRS Wiki: What Lies Below
Whatliesbelow	all:npc.outlaw.4167	ALL	npc.outlaw.4167	OSRS Wiki: What Lies Below
Whatliesbelow	all:npc.surok_magis.13482	ALL	npc.surok_magis.13482	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Whileguthixsleeps	all:npc.assassin.10940	ALL	npc.assassin.10940	OSRS Wiki: A Kingdom Divided; Assassin (A Kingdom Divided); Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Whileguthixsleeps	all:npc.balance_elemental.13528	ALL	npc.balance_elemental.13528	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Whileguthixsleeps	all:npc.elite_black_knight.13463	ALL	npc.elite_black_knight.13463	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Whileguthixsleeps	all:npc.mercenary_axeman.13535	ALL	npc.mercenary_axeman.13535	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Whileguthixsleeps	all:npc.mercenary_mage.13537	ALL	npc.mercenary_mage.13537	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Whileguthixsleeps	all:npc.surok_magis.13482	ALL	npc.surok_magis.13482	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Whileguthixsleeps	all:npc.tormented_demon.13599	ALL	npc.tormented_demon.13599	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Witchshouse	all:npc.witch_s_experiment.3996	ALL	npc.witch_s_experiment.3996	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
Witchspotion	all:npc.rat.2492	ALL	npc.rat.2492	OSRS Wiki: Witch's Potion; Rat's tail; pinned RuneLite cache family 2492; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Zogreflesheaters	all:npc.slash_bash.882	ALL	npc.slash_bash.882	OSRS Wiki: Slash Bash; Zogre Flesh Eaters
