card_id	display_name	examine_text	card_type	rarity	categories	entity_family_id	permissions	free_to_play	introduced_version
item.uncut-ruby	Uncut ruby	A valuable crafting or smithing material.	ITEM	UNCOMMON	PROCESSING_INPUT	item-family.uncut-ruby	ITEM_PROCESS	true	8
item.uncut-sapphire	Uncut sapphire	A valuable crafting or smithing material.	ITEM	UNCOMMON	PROCESSING_INPUT	item-family.uncut-sapphire	ITEM_PROCESS	true	8
item.water-rune	Water rune	A rune carrying magical power.	ITEM	COMMON	COMBAT_METHOD	item-family.water-rune	ITEM_ACTIVATE	true	8
item.willow-longbow	Willow longbow	A useful piece of combat equipment.	ITEM	RARE	COMBAT_METHOD	item-family.willow-longbow	ITEM_EQUIP	true	8
item.willow_shortbow	Willow shortbow	A shortbow made out of willow, still effective.	ITEM	RARE	COMBAT_METHOD	item-family.willow_shortbow	ITEM_EQUIP	true	5
item.wooden_shield	Wooden shield	A solid wooden shield.	ITEM	RARE	SUPPORT	item-family.wooden_shield	ITEM_EQUIP	true	1
npc.al_kharid_warrior	Al Kharid warrior	Part of Al-Kharid's elite fighting force.	NPC	COMMON	NPC_TARGET	npc-family.al_kharid_warrior	NPC_ATTACK	true	5
npc.chicken	Chicken	Yep. Definitely a chicken.	NPC	COMMON	NPC_TARGET	npc-family.chicken	NPC_ATTACK	true	2
npc.cow	Cow	Converts grass to beef.	NPC	COMMON	NPC_TARGET	npc-family.cow	NPC_ATTACK	true	2
npc.farmer	Farmer	He grows the crops in this area.	NPC	COMMON	NPC_TARGET	npc-family.farmer	NPC_ATTACK	true	5
npc.giant_rat	Giant rat	Overgrown vermin.	NPC	UNCOMMON	NPC_TARGET	npc-family.giant_rat	NPC_ATTACK	true	5
npc.giant_spider	Giant spider	I think this spider has been genetically modified.	NPC	RARE	NPC_TARGET	npc-family.giant_spider	NPC_ATTACK	true	5
npc.goblin	Goblin	An ugly green creature.	NPC	COMMON	NPC_TARGET	npc-family.goblin	NPC_ATTACK	true	1
npc.guard	Guard	He tries to keep order around here. His Bizarre uniform isn't helping.	NPC	COMMON	NPC_TARGET	npc-family.guard	NPC_ATTACK	true	5
npc.highwayman	Highwayman	He holds up passers by.	NPC	COMMON	NPC_TARGET	npc-family.highwayman	NPC_ATTACK	true	5
npc.man	Man	One of Gielinor's many citizens.	NPC	COMMON	NPC_TARGET	npc-family.man	NPC_ATTACK	true	5
npc.mugger	Mugger	He jumps out and attacks people.	NPC	COMMON	NPC_TARGET	npc-family.mugger	NPC_ATTACK	true	5
npc.scorpion	Scorpion	An extremely vicious scorpion.	NPC	COMMON	NPC_TARGET	npc-family.scorpion	NPC_ATTACK	true	5
npc.spider	Spider	Incey wincey.	NPC	COMMON	NPC_TARGET	npc-family.spider	NPC_ATTACK	true	5
npc.woman	Woman	One of Gielinor's many citizens.	NPC	COMMON	NPC_TARGET	npc-family.woman	NPC_ATTACK	true	5
