family_id	entity_type	canonical_id	variant_ids	family_version	free_to_play
cache-item-family.crate_of_ores.32509	ITEM	32509	32573,32664,32702,32716,32729,32800,32985,33000	9	false
cache-item-family.crate_of_pickaxes.32543	ITEM	32543		9	false
cache-item-family.crate_of_planks.32544	ITEM	32544	32556,32624,32645,32743,32755,32950,32953,32955,32957,32966,32971,32992	9	false
cache-item-family.crate_of_redwood_logs.32744	ITEM	32744		9	false
cache-item-family.crate_of_rope.32562	ITEM	32562	32745,32791	9	false
cache-item-family.crate_of_sand.32461	ITEM	32461	32549,32605,32940	9	false
cache-item-family.crate_of_sandstone.32475	ITEM	32475	32792	9	false
cache-item-family.crate_of_seeds.32496	ITEM	32496	32513,32648,32667,32689,32704,32804,32981	9	false
cache-item-family.crate_of_silver_ore.32476	ITEM	32476	32498,32669	9	false
cache-item-family.crate_of_steel_bars.32777	ITEM	32777		9	false
cache-item-family.crate_of_suqah_hides.32545	ITEM	32545		9	false
cache-item-family.crate_of_teak_logs.32671	ITEM	32671	32747,32993	9	false
cache-item-family.crate_of_warhammers.32546	ITEM	32546	32558,32762	9	false
cache-item-family.crate_with_zanik.8871	ITEM	8871		9	false
cache-item-family.craw_s_bow.22550	ITEM	22550	22551	9	false
cache-item-family.craw_s_bow_u.22547	ITEM	22547	22548,22549	9	false
cache-item-family.cream_boots.632	ITEM	632	633,14051	9	false
cache-item-family.cream_hat.662	ITEM	662	663,14066	9	false
cache-item-family.cream_robe_bottoms.652	ITEM	652	653,14061	9	false
cache-item-family.cream_robe_top.642	ITEM	642	643,14056	9	false
cache-item-family.crier_bell.20243	ITEM	20243	20244,20245	9	false
cache-item-family.crier_coat.20240	ITEM	20240	20241,20242	9	false
cache-item-family.crier_hat.12319	ITEM	12319	12320,15900	9	false
cache-item-family.criminal_s_thread.1808	ITEM	1808	1809,1810,17022,17023,17024	9	false
cache-item-family.crimson_kisten.33631	ITEM	33631	33632,33633	9	false
cache-item-family.crone_made_amulet.10500	ITEM	10500	17110	9	false
cache-item-family.crossbow.837	ITEM	837	838,14500	9	true
cache-item-family.crossbow_string.9438	ITEM	9438	9439,15111	14	false
cache-item-family.crude_chair.8496	ITEM	8496	8497,14948	14	false
cache-item-family.crunchy_tray.2165	ITEM	2165	9586,19034	14	false
cache-item-family.crushed_infernal_shale.30848	ITEM	30848	30849	14	false
cache-item-family.crushed_nest.6693	ITEM	6693	6694,13748	14	false
cache-item-family.crushed_superior_dragon_bones.21975	ITEM	21975	21976,21977	9	false
cache-item-family.crystal_armour_seed.23956	ITEM	23956	23957,23958	9	false
cache-item-family.crystal_axe.23673	ITEM	23673	23674,23675,23676,23862	9	false
cache-item-family.crystal_ball.8351	ITEM	8624	8351,8625,15005	14	false
cache-item-family.crystal_body.23975	ITEM	23975	23976,23977,23978,27697,27698,27699,27700,27709,27710,27711,27712,27721,27722,27723,27724,27733,27734,27735,27736,27745,27746,27747,27748,27757,27758,27759,27760,27769,27770,27771,27772,33023,33024,33025,33026,33166,33167	9	false
cache-item-family.crystal_bow.23983	ITEM	23983	23984,23985,23986,24123,24124	9	false
cache-item-family.crystal_chime.28577	ITEM	28577	28578	9	false
cache-item-family.crystal_chime_seed.28575	ITEM	28575	28576	9	false
cache-item-family.crystal_crown.23911	ITEM	23911	23912,23913,23914,23915,23916,23917,23918,23919,23920,23921,23922,23923,23924,23925,23926	9	false
cache-item-family.crystal_felling_axe.28220	ITEM	28220	28222,28223,28225	9	false
cache-item-family.crystal_glider_s_hat.31760	ITEM	31760	31761	9	false
cache-item-family.crystal_glider_s_jacket.31762	ITEM	31762	31763	9	false
cache-item-family.crystal_glider_s_shoes.31766	ITEM	31766	31767	9	false
cache-item-family.crystal_glider_s_trousers.31764	ITEM	31764	31765	9	false
cache-item-family.crystal_grail.24000	ITEM	24000	24001,24002	9	false
cache-item-family.crystal_halberd.23987	ITEM	23987	23988,23989,23990,24125,24126	9	false
cache-item-family.crystal_harpoon.23762	ITEM	23762	23763,23764,23765,23864	9	false
cache-item-family.crystal_helm.23971	ITEM	23971	23972,23973,23974,27705,27706,27707,27708,27717,27718,27719,27720,27729,27730,27731,27732,27741,27742,27743,27744,27753,27754,27755,27756,27765,27766,27767,27768,27777,27778,27779,27780,33031,33032,33033,33034,33170,33171	9	false
cache-item-family.crystal_key.989	ITEM	989	990,14617	14	false
cache-item-family.crystal_legs.23979	ITEM	23979	23980,23981,23982,27701,27702,27703,27704,27713,27714,27715,27716,27725,27726,27727,27728,27737,27738,27739,27740,27749,27750,27751,27752,27761,27762,27763,27764,27773,27774,27775,27776,33027,33028,33029,33030,33168,33169	9	false
cache-item-family.crystal_of_power.8353	ITEM	8628	8353,8629,15007	14	false
cache-item-family.crystal_paddlefish.25960	ITEM	25960		9	false
cache-item-family.crystal_pendant.3208	ITEM	3208	16399	9	false
cache-item-family.crystal_pickaxe.23680	ITEM	23680	23681,23682,23683,23863	9	false
cache-item-family.crystal_saw.9625	ITEM	9625	17448	9	false
cache-item-family.crystal_saw_seed.9626	ITEM	9626	17449	9	false
cache-item-family.crystal_seed.23808	ITEM	23808	23809,23810,23811	9	false
cache-item-family.crystal_seedling.23655	ITEM	23655	23656	9	false
cache-item-family.crystal_seedling_w.23657	ITEM	23657	23658	9	false
cache-item-family.crystal_shield.23991	ITEM	23991	23992,23993,23994,24127,24128	9	false
cache-item-family.crystal_teleport_seed.6103	ITEM	6103	21467	9	false
cache-item-family.crystal_tool_seed.23953	ITEM	23953	23954,23955	9	false
cache-item-family.crystal_weapon_seed.4207	ITEM	4207	4208,16896	9	false
cache-item-family.crystallised_harpoonfish.25566	ITEM	25566		9	false
cache-item-family.cup_of_hot_water.4460	ITEM	4460	4461,17682	9	false
cache-item-family.cup_of_tea.712	ITEM	1978	712,1979,4242,4243,4245,4246,4838,7730,7731,7733,7734,7736,7737,16653,16868,17763,17764,17766,17767,18951,30985,30986,30987,30988	18	false
cache-item-family.cup_of_water.4458	ITEM	4458	4459,17681	9	false
cache-item-family.cupric_ore_powder.5584	ITEM	5584		9	false
cache-item-family.cupronickel_bar.32892	ITEM	32892	32893,32894	9	false
cache-item-family.cured_yak_hide.10820	ITEM	10820	10821,17664	9	false
cache-item-family.curry.2011	ITEM	2011	2012,19197	9	false
cache-item-family.curry_leaf.5970	ITEM	5970	5971,13850	14	false
cache-item-family.curry_sapling.5499	ITEM	5499	12949,13845	14	false
cache-item-family.curry_seedling.5483	ITEM	5483	13829	9	false
cache-item-family.curry_seedling_w.5491	ITEM	5491	13837	9	false
cache-item-family.curry_tree_seed.5286	ITEM	5286	13791	9	false
cache-item-family.cursed_amulet_of_magic.29486	ITEM	29486	29487,29488	9	true
cache-item-family.cursed_goblin_bow.11708	ITEM	11708	18125	9	true
cache-item-family.cursed_goblin_hammer.11707	ITEM	11707	18124	9	true
cache-item-family.cursed_goblin_staff.11709	ITEM	11709	18126	9	true
cache-item-family.curved_bone.10977	ITEM	10977	18420	9	false
cache-item-family.cutthroat_flag.8966	ITEM	8966	16216	9	false
cache-item-family.cyclops_head.19915	ITEM	19915	19916,19917	9	false
cache-item-family.daddy_s_special_water_s_special_water.31865	ITEM	31865	31866	9	false
cache-item-family.daeyalt_essence.24704	ITEM	24704	24705	9	false
cache-item-family.daeyalt_ore.9632	ITEM	9632	16666,33777	9	false
cache-item-family.dagannoth_bones.6729	ITEM	6729	6730,18400,29376,29377	9	false
cache-item-family.dagannoth_hide.6155	ITEM	6155	6156,18367	9	false
cache-item-family.dagannoth_king_bonemeal.6728	ITEM	6728	17813	9	false
cache-item-family.dagon_hai_hat.24288	ITEM	24288	24289,24290,27123,27124	9	false
cache-item-family.dagon_hai_robe_bottom.24294	ITEM	24294	24295,24296,27127,27128	9	false
cache-item-family.dagon_hai_robe_top.24291	ITEM	24291	24292,24293,27125,27126	9	false
cache-item-family.dagon_hai_robes_set.24333	ITEM	24333	24334,24335	14	false
cache-item-family.damaged_book.3839	ITEM	3839	3841,3843,12607,12609,12611,14404,14406,14408,14410,14412,14414	9	false
cache-item-family.damaged_monkey_tail.19665	ITEM	19665	19666,19667	14	false
cache-item-family.damiana_tea.30981	ITEM	30981	30982,30983,30984	9	false
cache-item-family.damiana_water.30979	ITEM	30979	30980	9	false
cache-item-family.damp_planks.11031	ITEM	11031	17129	9	false
cache-item-family.damp_tinderbox.4073	ITEM	4073	4074,16604	9	false
cache-item-family.dareeyak_teleport.12777	ITEM	12777	15082	9	false
cache-item-family.dark_bow.11235	ITEM	11235	11236,12765,12766,12767,12768,15072,15073,15074,15075,15194,20408	9	false
cache-item-family.dark_bow_bh.27853	ITEM	27853	27854	9	false
cache-item-family.dark_bow_tie.19970	ITEM	19970	19971,19972	9	false
cache-item-family.dark_cavalier.2641	ITEM	2641	2642,15784	9	false
cache-item-family.dark_crab.11936	ITEM	11936	11937,18272	9	false
cache-item-family.dark_dagger.746	ITEM	746	16812	9	false
cache-item-family.dark_essence_block.13446	ITEM	13446	19633	9	false
cache-item-family.dark_essence_fragments.7938	ITEM	7938		9	false
cache-item-family.dark_fishing_bait.11940	ITEM	11940	18273	14	false
cache-item-family.dark_flippers.25557	ITEM	25557	25558	9	false
cache-item-family.dark_infinity_bottoms.12459	ITEM	12459	15979	9	false
cache-item-family.dark_infinity_colour_kit.12528	ITEM	12528	12529,15999	14	false
cache-item-family.dark_infinity_hat.12457	ITEM	12457	15977	9	false
cache-item-family.dark_infinity_top.12458	ITEM	12458	15978	9	false
cache-item-family.dark_kebbit_fur.10115	ITEM	10115	10116,15404	14	false
cache-item-family.dark_relic.21027	ITEM	21027		9	false
cache-item-family.dark_squall_hood.29566	ITEM	29566	29567	9	false
cache-item-family.dark_squall_robe_bottom.29570	ITEM	29570	29571	9	false
cache-item-family.dark_squall_robe_top.29568	ITEM	29568	29569	9	false
cache-item-family.dark_trousers.19964	ITEM	19964	19965,19966	9	false
cache-item-family.dark_tuxedo_cuffs.19961	ITEM	19961	19962,19963	9	false
cache-item-family.dark_tuxedo_jacket.19958	ITEM	19958	19959,19960	9	false
cache-item-family.dark_tuxedo_shoes.19967	ITEM	19967	19968,19969	9	false
cache-item-family.darklight.6746	ITEM	6746	8281,16901	9	false
cache-item-family.dashing_kebbit_fur.10127	ITEM	10127	10128,15410	14	false
cache-item-family.dawnbringer.22516	ITEM	22516		9	false
cache-item-family.death_talisman.1456	ITEM	1456	1457,19235	9	false
cache-item-family.death_tiara.5547	ITEM	5547	5548,19259	9	false
cache-item-family.decorative_armour.4069	ITEM	4069	4070,4504,4505,4509,4510,11893,11894,11895,11896,11897,11898,11899,11900,11901,15625,15626,15630,15631,15635,15636,15645,15646,15647,15648,15649,15650,15651,15652,15653,24158,24159,24162,24163,24164,24165,24166,24167,24168	9	false
cache-item-family.decorative_boots.25163	ITEM	25163	25164,25167,25168,25171,25172,25173	9	true
cache-item-family.decorative_full_helm.25165	ITEM	25165	25166,25169,25170,25174,25175,25176	9	true
cache-item-family.decorative_helm.4071	ITEM	4071	4506,4511,15627,15632,15637,24160	9	true
cache-item-family.decorative_shield.4072	ITEM	4072	4507,4512,15628,15633,15638,24161	9	true
cache-item-family.decorative_sword.4068	ITEM	4068	4503,4508,15624,15629,15634,24157	9	true
cache-item-family.deep_sea_apparatus.31296	ITEM	31296	31300,31301,31403,31404	9	false
cache-item-family.deep_sea_helmet.31295	ITEM	31295	31298,31299,31401,31402	9	false
cache-item-family.deerstalker.12540	ITEM	12540	12541,16005	9	false
cache-item-family.defence_cape.9753	ITEM	9753	9754,14213,14214	9	false
cache-item-family.defence_hood.9755	ITEM	9755	14215	9	false
cache-item-family.defence_mix.11459	ITEM	11459	11457,11458,11460,15502,19399	9	false
cache-item-family.defence_potion.137	ITEM	137	133,134,135,136,138,2432,2433,15258,19326,19327,19328	9	false
cache-item-family.defender_icon.10558	ITEM	10558	22340,22341,22342,22343,22344,22345,22725,22726,22727,22728,23466,23467,23468,23469,23470	9	true
cache-item-family.defensive_shield.8856	ITEM	8856	18626	9	false
cache-item-family.delphinium_seed.6457	ITEM	6457		9	false
cache-item-family.demon_feet.23294	ITEM	23294	23295,23296	9	true
cache-item-family.demon_tear.31111	ITEM	31111	31112	14	false
cache-item-family.demonic_sigil_mould.6747	ITEM	6747	16902	9	false
cache-item-family.demonic_tallow.30800	ITEM	30800	30801,30802	14	false
cache-item-family.dense_essence_block.13445	ITEM	13445		9	false
cache-item-family.desert_amulet_1.13133	ITEM	13133	18671	9	false
cache-item-family.desert_amulet_2.13134	ITEM	13134	18672	9	false
cache-item-family.desert_amulet_3.13135	ITEM	13135	18673	9	false
cache-item-family.desert_amulet_4.13136	ITEM	13136	18674	9	false
cache-item-family.desert_boots.1837	ITEM	1837	1838,17207	9	false
cache-item-family.desert_camo_legs.10063	ITEM	10063	10064,15379,28854,28856	9	false
cache-item-family.desert_camo_top.10061	ITEM	10061	10062,15378,28851,28853	9	false
cache-item-family.desert_devil_fur.10123	ITEM	10123	10124,15408	14	false
cache-item-family.desert_disguise.4611	ITEM	4611	16546	9	false
cache-item-family.desert_goat_horn.9735	ITEM	9735	9738,15283	14	false
cache-item-family.desert_legs.6390	ITEM	6390	6391,16433	9	false
cache-item-family.desert_lizard_bone.7902	ITEM	7902	7904,17543,17545	9	false
cache-item-family.desert_robe.1835	ITEM	1835	1836,17206	9	false
cache-item-family.desert_robes.6386	ITEM	6386	6387,16431	9	false
cache-item-family.desert_shirt.1833	ITEM	1833	1834,17205	9	false
cache-item-family.desert_top.6384	ITEM	6384	6385,6388,6389,16430,16432	9	false
cache-item-family.devout_boots.22954	ITEM	22954	22955,22956	9	false
cache-item-family.dexterous_prayer_scroll.21034	ITEM	21034	21035	14	false
cache-item-family.dharok_s_armour_set.12877	ITEM	12877	12878,13905	14	false
cache-item-family.dharok_s_greataxe.4718	ITEM	4718	4719,4886,4887,4888,4889,4890,4891,15693,15694,25516	9	false
cache-item-family.dharok_s_helm.4716	ITEM	4716	4717,4880,4881,4882,4883,4884,4885,15691,15692,23639	9	false
cache-item-family.dharok_s_platebody.4720	ITEM	4720	4721,4892,4893,4894,4895,4896,4897,15695,15696,25515	9	false
cache-item-family.dharok_s_platelegs.4722	ITEM	4722	4723,4898,4899,4900,4901,4902,4903,15697,15698,23633	9	false
cache-item-family.diabolic_worms.30773	ITEM	30773	30774	14	false
cache-item-family.diamond_amulet.1700	ITEM	1700	1701,16344	9	true
cache-item-family.diamond_amulet_u.1681	ITEM	1681	1682,16338	14	true
cache-item-family.diamond_bolt_tips.9192	ITEM	9192	15190	9	false
cache-item-family.diamond_bolts.9340	ITEM	9340	15175	9	false
cache-item-family.diamond_bolts_e.9243	ITEM	9243	15158,23649	9	false
cache-item-family.diamond_bracelet.11092	ITEM	11092	11093,11094,16262	9	false
cache-item-family.diamond_dragon_bolts.21969	ITEM	21969	21970	9	false
cache-item-family.diamond_dragon_bolts_e.21946	ITEM	21946	21947	9	false
cache-item-family.diamond_sickle_b.33709	ITEM	33709	33710	9	false
cache-item-family.digsite_pendant.11190	ITEM	11190	11191,11192,11193,11194,18818,21468	9	false
cache-item-family.digsite_teleport.12403	ITEM	12403	15940	9	false
cache-item-family.dinh_s_blazing_bulwark.28682	ITEM	28682	28683,31132	9	false
cache-item-family.dinh_s_bulwark.21015	ITEM	21015	21016,21017	9	false
cache-item-family.dinh_s_hammer.22761	ITEM	22761		9	false
cache-item-family.dirty_arrowtips.31047	ITEM	31047	31048	9	false
cache-item-family.dirty_blast.7497	ITEM	7497	17401	9	false
cache-item-family.disk_of_returning.981	ITEM	981	982,14303	9	true
cache-item-family.divine_bastion_potion.24644	ITEM	24644	24635,24636,24637,24638,24639,24640,24641,24642,24643,24645,24646	9	false
cache-item-family.divine_battlemage_potion.24632	ITEM	24632	24623,24624,24625,24626,24627,24628,24629,24630,24631,24633,24634	9	false
cache-item-family.divine_magic_potion.23754	ITEM	23754	23745,23746,23747,23748,23749,23750,23751,23752,23753,23755,23756	9	false
cache-item-family.divine_ranging_potion.23742	ITEM	23742	23733,23734,23735,23736,23737,23738,23739,23740,23741,23743,23744	9	false
cache-item-family.divine_rune_pouch.27281	ITEM	27281	27282,27509,27510	9	false
cache-item-family.divine_super_attack_potion.23706	ITEM	23706	23697,23698,23699,23700,23701,23702,23703,23704,23705,23707,23708	9	false
cache-item-family.divine_super_combat_potion.23694	ITEM	23694	23685,23686,23687,23688,23689,23690,23691,23692,23693,23695,23696	9	false
cache-item-family.divine_super_defence_potion.23730	ITEM	23730	23721,23722,23723,23724,23725,23726,23727,23728,23729,23731,23732	9	false
cache-item-family.divine_super_strength_potion.23718	ITEM	23718	23709,23710,23711,23712,23713,23714,23715,23716,23717,23719,23720	9	false
cache-item-family.diving_apparatus.7535	ITEM	7535	17394,21723	9	false
cache-item-family.dizana_s_max_cape.28902	ITEM	28902	28830,28903,28906,33532,33533	15	false
cache-item-family.dizana_s_max_hood.28904	ITEM	28904	28905	9	false
cache-item-family.dizana_s_quiver.28951	ITEM	28951	28826,28827,28947,28948,28949,28950,28952,28953,28954,33524,33525,33526,33527	15	false
cache-item-family.doctor_s_hat.6547	ITEM	6547	17043	9	false
cache-item-family.dodgy_necklace.21143	ITEM	21143	21144,21145	9	false
cache-item-family.doogle_leaves.1573	ITEM	1573	1574,16516	14	false
cache-item-family.dorgesh_kaan_sphere.10972	ITEM	10972	18416	9	false
cache-item-family.dorgeshuun_crossbow.8880	ITEM	8880	8881,17150	9	false
cache-item-family.double_ammo_mould.27012	ITEM	27012	27013	9	false
cache-item-family.double_eye_patch.19727	ITEM	19727	19728,19729	9	false
cache-item-family.draconic_visage.11286	ITEM	11286	11287,16834	14	false
cache-item-family.dragon_2h_sword.7158	ITEM	7158	7407,15285,20559	9	false
cache-item-family.dragon_2h_sword_cr.28051	ITEM	28051	28052	9	false
cache-item-family.dragon_armour_set_lg.21882	ITEM	21882	21883,21884	14	false
cache-item-family.dragon_armour_set_sk.21885	ITEM	21885	21886,21887	14	false
cache-item-family.dragon_arrow.11212	ITEM	11212	11227,11228,11229,14578,14599,14606,14613,20389	9	false
cache-item-family.dragon_arrowtips.11237	ITEM	11237	18228	9	false
cache-item-family.dragon_axe.6739	ITEM	6739	6740,14711,25378,25379,30352	9	false
cache-item-family.dragon_battleaxe.1377	ITEM	1377	1378,14720	9	false
cache-item-family.dragon_battleaxe_cr.28037	ITEM	28037	28038	9	false
cache-item-family.dragon_bitter.1911	ITEM	1911	1912,5803,5804,5805,5806,5807,5808,5809,5810,7748,7749,8243,8524,8525,14962,18891,19153	13	false
cache-item-family.dragon_bitter_m.5745	ITEM	5745	5746,5883,5884,5885,5886,5887,5888,5889,5890,18901,19154	13	false
cache-item-family.dragon_bolts.21905	ITEM	21905	21906,21924,21925,21926,21927,21928,21929	9	false
cache-item-family.dragon_bolts_unf.21930	ITEM	21930	21931	14	false
cache-item-family.dragon_bonemeal.4261	ITEM	4261	17796	9	false
cache-item-family.dragon_bones.536	ITEM	536	537,19272	9	false
cache-item-family.dragon_boots.11840	ITEM	11840	11841,18361,22234,22235	9	false
cache-item-family.dragon_boots_cr.28055	ITEM	28055	28056	9	false
cache-item-family.dragon_boots_ornament_kit.22231	ITEM	22231	22232,22233	14	false
cache-item-family.dragon_cane.12373	ITEM	12373	12374,15927	9	false
cache-item-family.dragon_cannon_barrel.32115	ITEM	32115	32116,32117	9	false
cache-item-family.dragon_cannonball.31916	ITEM	31916	31917	14	false
cache-item-family.dragon_chainbody.2513	ITEM	3140	2513,3141,14099,20428	18	false
cache-item-family.dragon_chainbody_cr.28065	ITEM	28065	28066	9	false
cache-item-family.dragon_chainbody_ornament_kit.12534	ITEM	12534	12535,16002	14	false
cache-item-family.dragon_chainshot_cannonball.31930	ITEM	31930	31931	14	false
cache-item-family.dragon_claws.13652	ITEM	13652	15597,20784,20848,26708,27093	9	false
cache-item-family.dragon_claws_cr.28039	ITEM	28039	28040	9	false
cache-item-family.dragon_crossbow.21902	ITEM	21902	21903,21904,33460,33461	9	false
cache-item-family.dragon_crossbow_cr.28053	ITEM	28053	28054	9	false
cache-item-family.dragon_crossbow_u.21921	ITEM	21921	21922,21923	14	false
cache-item-family.dragon_dagger.1215	ITEM	1215	1216,1231,1232,5680,5681,5698,5699,14640,14648,14657,14666,20407	9	false
cache-item-family.dragon_dagger_cr.28019	ITEM	28019	28020	9	false
cache-item-family.dragon_dagger_p_cr.28021	ITEM	28021	28022	9	false
cache-item-family.dragon_dagger_p_cr.28023	ITEM	28023	28024	9	false
cache-item-family.dragon_dagger_p_cr.28025	ITEM	28025	28026	9	false
cache-item-family.dragon_dart.11230	ITEM	11230	11231,11233,11234,14525,14533,14549,14557	9	false
cache-item-family.dragon_dart_tip.11232	ITEM	11232	14541	14	false
cache-item-family.dragon_defender.12954	ITEM	12954	14349,19722,19723,23597,23598,24143,27008	9	false
cache-item-family.dragon_defender_ornament_kit.20143	ITEM	20143	20144,20145	14	false
cache-item-family.dragon_felling_axe.28217	ITEM	28217	28218,28219	9	false
cache-item-family.dragon_fire_arrow.11217	ITEM	11217	11222,14591,14592	13	false
cache-item-family.dragon_full_helm.11335	ITEM	11335	11336,12417,15584,15954	9	false
cache-item-family.dragon_full_helm_ornament_kit.12538	ITEM	12538	12539,16004	14	false
cache-item-family.dragon_gloves.7461	ITEM	7461	14368	9	false
cache-item-family.dragon_halberd.3204	ITEM	3204	3205,14627	9	false
cache-item-family.dragon_halberd_cr.28049	ITEM	28049	28050	9	false
cache-item-family.dragon_harpoon.21028	ITEM	21028	21029,21030,25373,25374,30349	9	false
cache-item-family.dragon_hasta.22731	ITEM	22731	22732,22733,22734,22735,22736,22737,22738,22739,22740,22741,22742,22743,22745	13	false
cache-item-family.dragon_hunter_crossbow.21012	ITEM	21012	21013,21014,25916,25917	9	false
cache-item-family.dragon_hunter_crossbow_b.25918	ITEM	25918	25919	9	false
cache-item-family.dragon_hunter_lance.22978	ITEM	22978	22979,22980	9	false
cache-item-family.dragon_hunter_wand.30070	ITEM	30070	30071,30072	9	false
cache-item-family.dragon_impling_jar.11256	ITEM	11256	11257,15673	14	false
cache-item-family.dragon_incendiary_cannonball.31944	ITEM	31944	31945	14	false
cache-item-family.dragon_javelin.19484	ITEM	19484	19485,19486,19487,19488,19489,19490,19491,23648	9	false
cache-item-family.dragon_javelin_tips.19582	ITEM	19582	19583	14	false
cache-item-family.dragon_keel_parts.32017	ITEM	32017	32018,32019	14	false
cache-item-family.dragon_kiteshield.21895	ITEM	21895	21896,21897,22244,22245	9	false
cache-item-family.dragon_kiteshield_ornament_kit.22239	ITEM	22239	22240,22241	14	false
cache-item-family.dragon_knife.22804	ITEM	22804	22805,22806,22807,22808,22809,22810,22811,22812,22813,22814,22815,27157	9	false
cache-item-family.dragon_legs_skirt_ornament_kit.12536	ITEM	12536	12537,16003	14	false
cache-item-family.dragon_limbs.21918	ITEM	21918	21919,21920	14	false
cache-item-family.dragon_longsword.1305	ITEM	1305	1306,14744	9	false
cache-item-family.dragon_longsword_bh.27859	ITEM	27859	27860	9	false
cache-item-family.dragon_longsword_cr.28033	ITEM	28033	28034	9	false
cache-item-family.dragon_mace.1434	ITEM	1434	1435,14675	9	false
cache-item-family.dragon_mace_bh.27857	ITEM	27857	27858	9	false
cache-item-family.dragon_mace_cr.28027	ITEM	28027	28028	9	false
cache-item-family.dragon_med_helm.1149	ITEM	1149	1150,6967,14142	9	false
cache-item-family.dragon_med_helm_cr.28057	ITEM	28057	28058	9	false
cache-item-family.dragon_metal_lump.22103	ITEM	22103	22104,22105	14	false
cache-item-family.dragon_metal_shard.22097	ITEM	22097	22098,22099	14	false
cache-item-family.dragon_metal_sheet.31996	ITEM	31996	31997,31998	14	false
cache-item-family.dragon_metal_slice.22100	ITEM	22100	22101,22102	14	false
cache-item-family.dragon_nails.31406	ITEM	31406	31407	9	false
cache-item-family.dragon_necklace.1664	ITEM	1664	1665,16333	9	false
cache-item-family.dragon_pickaxe.11920	ITEM	11920	11921,12797,14766,14767,23677,23678,25376,25377,27695,27696,30351	9	false
cache-item-family.dragon_pickaxe_upgrade_kit.12800	ITEM	12800	12801,15095	9	false
cache-item-family.dragon_platebody.21892	ITEM	21892	21893,21894,22242,22243	9	false
cache-item-family.dragon_platebody_ornament_kit.22236	ITEM	22236	22237,22238	14	false
cache-item-family.dragon_platelegs.4087	ITEM	4087	4088,4180,12415,14175,15952,20429	9	false
cache-item-family.dragon_platelegs_cr.28061	ITEM	28061	28062	9	false
cache-item-family.dragon_plateskirt.4585	ITEM	4585	4586,12416,14183,15953	9	false
cache-item-family.dragon_plateskirt_cr.28063	ITEM	28063	28064	9	false
cache-item-family.dragon_scale_dust.241	ITEM	241	242,15251	14	false
cache-item-family.dragon_scimitar.4587	ITEM	4587	4588,14759,20000,20001,20406	9	false
cache-item-family.dragon_scimitar_cr.28031	ITEM	28031	28032	9	false
cache-item-family.dragon_scimitar_ornament_kit.20002	ITEM	20002	20003,20004	14	false
cache-item-family.dragon_spear.1249	ITEM	1249	1250,1263,1264,3176,5716,5717,5730,5731,14774,14781,14788,14795,14803	13	false
cache-item-family.dragon_spear_cr.28041	ITEM	28041	28042	9	false
cache-item-family.dragon_spear_p_cr.28043	ITEM	28043	28044	9	false
cache-item-family.dragon_spear_p_cr.28045	ITEM	28045	28046	9	false
cache-item-family.dragon_spear_p_cr.28047	ITEM	28047	28048	9	false
cache-item-family.dragon_sq_shield.1187	ITEM	1187	1188,12418,14122,15955	9	false
cache-item-family.dragon_sq_shield_cr.28059	ITEM	28059	28060	9	false
cache-item-family.dragon_sq_shield_ornament_kit.12532	ITEM	12532	12533,16001	14	false
cache-item-family.dragon_staff_of_collection.30611	ITEM	30611	30612	9	false
cache-item-family.dragon_sword.21009	ITEM	21009	21010,21011,21206	9	false
cache-item-family.dragon_sword_cr.28029	ITEM	28029	28030	9	false
cache-item-family.dragon_thrownaxe.20849	ITEM	20849	20850,21207	9	false
cache-item-family.dragon_token.7478	ITEM	7478	17422	9	false
cache-item-family.dragon_warhammer.13576	ITEM	13576	13577,14728,20785,26710,27095	9	false
cache-item-family.dragon_warhammer_cr.28035	ITEM	28035	28036	9	false
cache-item-family.dragon_warhammer_ornament_kit.26709	ITEM	26709	27094	9	false
cache-item-family.dragonbone_necklace.22111	ITEM	22111	22112,22113	9	false
cache-item-family.dragonfire_shield.11283	ITEM	11283	11284,11285,16833,33186,33187	9	false
cache-item-family.dragonfire_ward.22002	ITEM	22002	22003,22004,22005	9	false
cache-item-family.dragonfruit.22929	ITEM	22929	22930,22931	9	false
cache-item-family.dragonfruit_pie.22795	ITEM	22795	22796,22797	9	false
cache-item-family.dragonfruit_sapling.22866	ITEM	22866	22867,22868	14	false
cache-item-family.dragonfruit_seedling.22862	ITEM	22862	22863	9	false
cache-item-family.dragonfruit_seedling_w.22864	ITEM	22864	22865	9	false
cache-item-family.dragonfruit_tree_seed.22877	ITEM	22877	22878	9	false
cache-item-family.dragonstone.1615	ITEM	1615	1616,6903,16313	14	false
cache-item-family.dragonstone_amulet.1702	ITEM	1702	1703,16345	9	false
cache-item-family.dragonstone_amulet_u.1683	ITEM	1683	1684,16339	14	false
cache-item-family.dragonstone_armour_set.23667	ITEM	23667	23668,23669	14	false
cache-item-family.dragonstone_bolt_tips.9193	ITEM	9193	15191	9	false
cache-item-family.dragonstone_bolts.9341	ITEM	9341	15176	9	false
cache-item-family.dragonstone_bolts_e.9244	ITEM	9244	15159	9	false
cache-item-family.dragonstone_boots.24043	ITEM	24043	24044,24045	9	false
cache-item-family.dragonstone_bracelet.11115	ITEM	11115	11116,16265	9	false
cache-item-family.dragonstone_dragon_bolts.21971	ITEM	21971	21972	9	false
cache-item-family.dragonstone_dragon_bolts_e.21948	ITEM	21948	21949	9	false
