card_id	display_name	card_type	rarity	retired_version	reason
item.shattered_relic_hunter_t2_armour_set.26557	Shattered relic hunter (t2) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.shattered_relic_hunter_t3_armour_set.26560	Shattered relic hunter (t3) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.shattered_relics_mystic_ornament_kit.26541	Shattered relics mystic ornament kit	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.shattered_relics_variety_ornament_kit.26421	Shattered relics variety ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.shattered_relics_void_ornament_kit.26479	Shattered relics void ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.shattered_teleport_scroll.26500	Shattered teleport scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.skeleton_lantern.24327	Skeleton lantern	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.skis.26649	Skis	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.snowdrop_seed.6460	Snowdrop seed	ITEM	COMMON	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.spider_hat.28603	Spider hat	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.spookier_boots.24323	Spookier boots	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.spookier_gloves.24321	Spookier gloves	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.spookier_hood.24315	Spookier hood	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.spookier_robe.24317	Spookier robe	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.spookier_skirt.24319	Spookier skirt	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.steel_axe_head.512	Steel axe head	ITEM	UNCOMMON	13	INACCESSIBLE_CACHE_CONTENT
item.stray_dog_plush.27816	Stray dog plush	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.sweet_nutcracker_boots.27585	Sweet nutcracker boots	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.sweet_nutcracker_hat.27584	Sweet nutcracker hat	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.sweet_nutcracker_staff.27586	Sweet nutcracker staff	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.sweet_nutcracker_top.27582	Sweet nutcracker top	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.sweet_nutcracker_trousers.27583	Sweet nutcracker trousers	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.swords_and_emblem.31193	Swords and emblem	ITEM	RARE	15	GRID_MASTER_TEMPORARY_CONTENT
item.swords_and_emblem_b.31196	Swords and emblem (b)	ITEM	RARE	15	GRID_MASTER_TEMPORARY_CONTENT
item.telekinetic_grab.8022	Telekinetic grab	ITEM	UNCOMMON	13	INACCESSIBLE_CACHE_CONTENT
item.trailblazer_banner.25056	Trailblazer banner	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_boots_t1.25037	Trailblazer boots (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_boots_t2.25025	Trailblazer boots (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_boots_t3.25010	Trailblazer boots (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_cane.25013	Trailblazer cane	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_globe.25093	Trailblazer globe	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_graceful_ornament_kit.25099	Trailblazer graceful ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_hood_t1.25028	Trailblazer hood (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_hood_t2.25016	Trailblazer hood (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_hood_t3.25001	Trailblazer hood (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_relic_hunter_t1_armour_set.25380	Trailblazer relic hunter (t1) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_relic_hunter_t2_armour_set.25383	Trailblazer relic hunter (t2) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_relic_hunter_t3_armour_set.25386	Trailblazer relic hunter (t3) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_alchemy_scroll.28693	Trailblazer reloaded alchemy scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_banner.28702	Trailblazer reloaded banner	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_blowpipe_ornament_kit.28690	Trailblazer reloaded blowpipe ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_boots_t1.28721	Trailblazer reloaded boots (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_boots_t2.28733	Trailblazer reloaded boots (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_boots_t3.28745	Trailblazer reloaded boots (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_bulwark_ornament_kit.28684	Trailblazer reloaded bulwark ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_death_scroll.28699	Trailblazer reloaded death scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_headband_t1.28712	Trailblazer reloaded headband (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_headband_t2.28724	Trailblazer reloaded headband (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_headband_t3.28736	Trailblazer reloaded headband (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_home_teleport_scroll.28705	Trailblazer reloaded home teleport scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_rejuvenation_pool_scroll.28708	Trailblazer reloaded rejuvenation pool scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_relic_hunter_t1_armour_set.28777	Trailblazer reloaded relic hunter (t1) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_relic_hunter_t2_armour_set.28780	Trailblazer reloaded relic hunter (t2) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_relic_hunter_t3_armour_set.28783	Trailblazer reloaded relic hunter (t3) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_top_t1.28715	Trailblazer reloaded top (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_top_t2.28727	Trailblazer reloaded top (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_top_t3.28739	Trailblazer reloaded top (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_torch.28748	Trailblazer reloaded torch	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_trousers_t1.28718	Trailblazer reloaded trousers (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_trousers_t2.28730	Trailblazer reloaded trousers (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_trousers_t3.28742	Trailblazer reloaded trousers (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_reloaded_vengeance_scroll.28696	Trailblazer reloaded vengeance scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_rug.25096	Trailblazer rug	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_teleport_scroll.25087	Trailblazer teleport scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_tool_ornament_kit.25090	Trailblazer tool ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_top_t1.25031	Trailblazer top (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_top_t2.25019	Trailblazer top (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_top_t3.25004	Trailblazer top (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_trousers_t1.25034	Trailblazer trousers (t1)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_trousers_t2.25022	Trailblazer trousers (t2)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.trailblazer_trousers_t3.25007	Trailblazer trousers (t3)	ITEM	RARE	15	TEMPORARY_LEAGUES_CONTENT
item.treat_cauldron.27463	Treat cauldron	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.twisted_blueprints.24463	Twisted blueprints	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.twisted_horns.24466	Twisted horns	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.twisted_relic_hunter_t1_armour_set.24469	Twisted relic hunter (t1) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.twisted_relic_hunter_t2_armour_set.24472	Twisted relic hunter (t2) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.twisted_relic_hunter_t3_armour_set.24475	Twisted relic hunter (t3) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.twisted_teleport_scroll.24460	Twisted teleport scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.white_sweets.4560	White sweets	ITEM	UNCOMMON	13	INACCESSIBLE_CACHE_CONTENT
item.wristbands_of_the_arena.26723	Wristbands of the arena	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
item.wristbands_of_the_arena_c.26725	Wristbands of the arena (c)	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
item.wristbands_of_the_arena_cl.26726	Wristbands of the arena (cl)	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
item.wristbands_of_the_arena_i.26727	Wristbands of the arena (i)	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
item.wristbands_of_the_arena_ic.26729	Wristbands of the arena (ic)	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
item.wristbands_of_the_arena_il.26728	Wristbands of the arena (il)	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
item.wristbands_of_the_arena_ilc.26730	Wristbands of the arena (ilc)	ITEM	RARE	13	FAILED_POLL_BETA_CONTENT
npc.aranei.15764	Aranei	NPC	COMMON	15	USER_REVIEWED_RETIREMENT
npc.auguste.4715	Auguste	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.banker_tutor.3227	Banker tutor	NPC	COMMON	15	USER_REVIEWED_RETIREMENT
npc.constantinius.13826	Constantinius	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.cozyac.13828	Cozyac	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.curator_haig_halen.5214	Curator Haig Halen	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.daero.1445	Daero	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.digsite_workman.3628	Digsite workman	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.dr_fenkenstrain.1269	Dr Fenkenstrain	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.financial_seer.6485	Financial Seer	NPC	COMMON	15	USER_REVIEWED_RETIREMENT
npc.financial_wizard.6510	Financial Wizard	NPC	COMMON	15	USER_REVIEWED_RETIREMENT
npc.istoria.11112	Istoria	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.movario.2341	Movario	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.nevet.14802	Nevet	NPC	COMMON	15	GRID_MASTER_TEMPORARY_CONTENT
npc.nigel.8390	Nigel	NPC	UNCOMMON	15	DEADMAN_REWARD
npc.no_fingers.3597	'No fingers'	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.patzi.13819	Patzi	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.pavo.13832	Pavo	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.priest.11303	Priest	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.primula.7953	Primula	NPC	COMMON	15	USER_REVIEWED_RETIREMENT
npc.renu.13350	Renu	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.sandy.5384	Sandy	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.student.3634	Student	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.the_sage.11232	The Sage	NPC	COMMON	15	LEAGUES_SERVICE_NPC
npc.villager.3552	Villager	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.xocotla.13830	Xocotla	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
npc.zealot.3611	Zealot	NPC	UNCOMMON	15	USER_REVIEWED_RETIREMENT
