card_id	display_name	card_type	entity_family_id	canonical_id	reason	runelite_constants
item.crystal_bow_2_10_i.11757	Crystal bow 2/10 (i)	ITEM	cache-item-family.crystal_bow_2_10_i.11757	11757	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_210_I
item.crystal_bow_3_10.4221	Crystal bow 3/10	ITEM	cache-item-family.crystal_bow_3_10.4221	4221	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_310
item.crystal_bow_3_10_i.11756	Crystal bow 3/10 (i)	ITEM	cache-item-family.crystal_bow_3_10_i.11756	11756	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_310_I
item.crystal_bow_4_10.4220	Crystal bow 4/10	ITEM	cache-item-family.crystal_bow_4_10.4220	4220	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_410
item.crystal_bow_4_10_i.11755	Crystal bow 4/10 (i)	ITEM	cache-item-family.crystal_bow_4_10_i.11755	11755	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_410_I
item.crystal_bow_5_10.4219	Crystal bow 5/10	ITEM	cache-item-family.crystal_bow_5_10.4219	4219	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_510
item.crystal_bow_5_10_i.11754	Crystal bow 5/10 (i)	ITEM	cache-item-family.crystal_bow_5_10_i.11754	11754	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_510_I
item.crystal_bow_6_10.4218	Crystal bow 6/10	ITEM	cache-item-family.crystal_bow_6_10.4218	4218	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_610
item.crystal_bow_6_10_i.11753	Crystal bow 6/10 (i)	ITEM	cache-item-family.crystal_bow_6_10_i.11753	11753	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_610_I
item.crystal_bow_7_10.4217	Crystal bow 7/10	ITEM	cache-item-family.crystal_bow_7_10.4217	4217	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_710
item.crystal_bow_7_10_i.11752	Crystal bow 7/10 (i)	ITEM	cache-item-family.crystal_bow_7_10_i.11752	11752	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_710_I
item.crystal_bow_8_10.4216	Crystal bow 8/10	ITEM	cache-item-family.crystal_bow_8_10.4216	4216	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_810
item.crystal_bow_8_10_i.11751	Crystal bow 8/10 (i)	ITEM	cache-item-family.crystal_bow_8_10_i.11751	11751	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_810_I
item.crystal_bow_9_10.4215	Crystal bow 9/10	ITEM	cache-item-family.crystal_bow_9_10.4215	4215	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_910
item.crystal_bow_9_10_i.11750	Crystal bow 9/10 (i)	ITEM	cache-item-family.crystal_bow_9_10_i.11750	11750	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_910_I
item.crystal_bow_attuned.23902	Crystal bow (attuned)	ITEM	cache-item-family.crystal_bow_attuned.23902	23902	TEMPORARY_INSTANCE_ITEM	CRYSTAL_BOW_ATTUNED
item.crystal_bow_basic.23901	Crystal bow (basic)	ITEM	cache-item-family.crystal_bow_basic.23901	23901	TEMPORARY_INSTANCE_ITEM	CRYSTAL_BOW_BASIC
item.crystal_bow_full.4214	Crystal bow full	ITEM	cache-item-family.crystal_bow_full.4214	4214	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_FULL
item.crystal_bow_full_i.11749	Crystal bow full (i)	ITEM	cache-item-family.crystal_bow_full_i.11749	11749	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_FULL_I
item.crystal_bow_perfected.23903	Crystal bow (perfected)	ITEM	cache-item-family.crystal_bow_perfected.23903	23903	TEMPORARY_INSTANCE_ITEM	CRYSTAL_BOW_PERFECTED
item.crystal_dagger_perfected.30340	Crystal dagger (perfected)	ITEM	cache-item-family.crystal_dagger_perfected.30340	30340	RAGING_ECHOES_TEMPORARY_OR_REWARD_CONTENT	CRYSTAL_DAGGER_PERFECTED
item.crystal_halberd_1_10.13101	Crystal halberd 1/10	ITEM	cache-item-family.crystal_halberd_1_10.13101	13101	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_110
item.crystal_halberd_1_10_i.13090	Crystal halberd 1/10 (i)	ITEM	cache-item-family.crystal_halberd_1_10_i.13090	13090	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_110_I
item.crystal_halberd_2_10.13100	Crystal halberd 2/10	ITEM	cache-item-family.crystal_halberd_2_10.13100	13100	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_210
item.crystal_halberd_2_10_i.13089	Crystal halberd 2/10 (i)	ITEM	cache-item-family.crystal_halberd_2_10_i.13089	13089	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_210_I
item.crystal_halberd_3_10.13099	Crystal halberd 3/10	ITEM	cache-item-family.crystal_halberd_3_10.13099	13099	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_310
item.crystal_halberd_3_10_i.13088	Crystal halberd 3/10 (i)	ITEM	cache-item-family.crystal_halberd_3_10_i.13088	13088	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_310_I
item.crystal_halberd_4_10.13098	Crystal halberd 4/10	ITEM	cache-item-family.crystal_halberd_4_10.13098	13098	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_410
item.crystal_halberd_4_10_i.13087	Crystal halberd 4/10 (i)	ITEM	cache-item-family.crystal_halberd_4_10_i.13087	13087	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_410_I
item.crystal_halberd_5_10.13097	Crystal halberd 5/10	ITEM	cache-item-family.crystal_halberd_5_10.13097	13097	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_510
item.crystal_halberd_5_10_i.13086	Crystal halberd 5/10 (i)	ITEM	cache-item-family.crystal_halberd_5_10_i.13086	13086	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_510_I
item.crystal_halberd_6_10.13096	Crystal halberd 6/10	ITEM	cache-item-family.crystal_halberd_6_10.13096	13096	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_610
item.crystal_halberd_6_10_i.13085	Crystal halberd 6/10 (i)	ITEM	cache-item-family.crystal_halberd_6_10_i.13085	13085	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_610_I
item.crystal_halberd_7_10.13095	Crystal halberd 7/10	ITEM	cache-item-family.crystal_halberd_7_10.13095	13095	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_710
item.crystal_halberd_7_10_i.13084	Crystal halberd 7/10 (i)	ITEM	cache-item-family.crystal_halberd_7_10_i.13084	13084	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_710_I
item.crystal_halberd_8_10.13094	Crystal halberd 8/10	ITEM	cache-item-family.crystal_halberd_8_10.13094	13094	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_810
item.crystal_halberd_8_10_i.13083	Crystal halberd 8/10 (i)	ITEM	cache-item-family.crystal_halberd_8_10_i.13083	13083	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_810_I
item.crystal_halberd_9_10.13093	Crystal halberd 9/10	ITEM	cache-item-family.crystal_halberd_9_10.13093	13093	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_910
item.crystal_halberd_9_10_i.13082	Crystal halberd 9/10 (i)	ITEM	cache-item-family.crystal_halberd_9_10_i.13082	13082	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_910_I
item.crystal_halberd_attuned.23896	Crystal halberd (attuned)	ITEM	cache-item-family.crystal_halberd_attuned.23896	23896	TEMPORARY_INSTANCE_ITEM	CRYSTAL_HALBERD_ATTUNED
item.crystal_halberd_basic.23895	Crystal halberd (basic)	ITEM	cache-item-family.crystal_halberd_basic.23895	23895	TEMPORARY_INSTANCE_ITEM	CRYSTAL_HALBERD_BASIC
item.crystal_halberd_full.13092	Crystal halberd full	ITEM	cache-item-family.crystal_halberd_full.13092	13092	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_FULL
item.crystal_halberd_full_i.13081	Crystal halberd full (i)	ITEM	cache-item-family.crystal_halberd_full_i.13081	13081	OBSOLETE_HISTORICAL_STATE	CRYSTAL_HALBERD_FULL_I
item.crystal_halberd_perfected.23897	Crystal halberd (perfected)	ITEM	cache-item-family.crystal_halberd_perfected.23897	23897	TEMPORARY_INSTANCE_ITEM	CRYSTAL_HALBERD_PERFECTED
item.crystal_helm_attuned.23887	Crystal helm (attuned)	ITEM	cache-item-family.crystal_helm_attuned.23887	23887	TEMPORARY_INSTANCE_ITEM	CRYSTAL_HELM_ATTUNED
item.crystal_helm_basic.23886	Crystal helm (basic)	ITEM	cache-item-family.crystal_helm_basic.23886	23886	TEMPORARY_INSTANCE_ITEM	CRYSTAL_HELM_BASIC
item.crystal_helm_perfected.23888	Crystal helm (perfected)	ITEM	cache-item-family.crystal_helm_perfected.23888	23888	TEMPORARY_INSTANCE_ITEM	CRYSTAL_HELM_PERFECTED
item.crystal_legs_attuned.23893	Crystal legs (attuned)	ITEM	cache-item-family.crystal_legs_attuned.23893	23893	TEMPORARY_INSTANCE_ITEM	CRYSTAL_LEGS_ATTUNED
item.crystal_legs_basic.23892	Crystal legs (basic)	ITEM	cache-item-family.crystal_legs_basic.23892	23892	TEMPORARY_INSTANCE_ITEM	CRYSTAL_LEGS_BASIC
item.crystal_legs_perfected.23894	Crystal legs (perfected)	ITEM	cache-item-family.crystal_legs_perfected.23894	23894	TEMPORARY_INSTANCE_ITEM	CRYSTAL_LEGS_PERFECTED
item.crystal_ore.23877	Crystal ore	ITEM	cache-item-family.crystal_ore.23877	23877	TEMPORARY_INSTANCE_ITEM	CRYSTAL_ORE
item.crystal_sceptre.23861	Crystal sceptre	ITEM	cache-item-family.crystal_sceptre.23861	23861	TEMPORARY_INSTANCE_ITEM	CRYSTAL_SCEPTRE
item.crystal_shield_1_10.4234	Crystal shield 1/10	ITEM	cache-item-family.crystal_shield_1_10.4234	4234	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_110
item.crystal_shield_1_10_i.11769	Crystal shield 1/10 (i)	ITEM	cache-item-family.crystal_shield_1_10_i.11769	11769	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_110_I
item.crystal_shield_2_10.4233	Crystal shield 2/10	ITEM	cache-item-family.crystal_shield_2_10.4233	4233	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_210
item.crystal_shield_2_10_i.11768	Crystal shield 2/10 (i)	ITEM	cache-item-family.crystal_shield_2_10_i.11768	11768	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_210_I
item.crystal_shield_3_10.4232	Crystal shield 3/10	ITEM	cache-item-family.crystal_shield_3_10.4232	4232	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_310
item.crystal_shield_3_10_i.11767	Crystal shield 3/10 (i)	ITEM	cache-item-family.crystal_shield_3_10_i.11767	11767	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_310_I
item.crystal_shield_4_10.4231	Crystal shield 4/10	ITEM	cache-item-family.crystal_shield_4_10.4231	4231	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_410
item.crystal_shield_4_10_i.11766	Crystal shield 4/10 (i)	ITEM	cache-item-family.crystal_shield_4_10_i.11766	11766	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_410_I
item.crystal_shield_5_10.4230	Crystal shield 5/10	ITEM	cache-item-family.crystal_shield_5_10.4230	4230	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_510
item.crystal_shield_5_10_i.11765	Crystal shield 5/10 (i)	ITEM	cache-item-family.crystal_shield_5_10_i.11765	11765	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_510_I
item.crystal_shield_6_10.4229	Crystal shield 6/10	ITEM	cache-item-family.crystal_shield_6_10.4229	4229	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_610
item.crystal_shield_6_10_i.11764	Crystal shield 6/10 (i)	ITEM	cache-item-family.crystal_shield_6_10_i.11764	11764	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_610_I
item.crystal_shield_7_10.4228	Crystal shield 7/10	ITEM	cache-item-family.crystal_shield_7_10.4228	4228	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_710
item.crystal_shield_7_10_i.11763	Crystal shield 7/10 (i)	ITEM	cache-item-family.crystal_shield_7_10_i.11763	11763	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_710_I
item.crystal_shield_8_10.4227	Crystal shield 8/10	ITEM	cache-item-family.crystal_shield_8_10.4227	4227	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_810
item.crystal_shield_8_10_i.11762	Crystal shield 8/10 (i)	ITEM	cache-item-family.crystal_shield_8_10_i.11762	11762	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_810_I
item.crystal_shield_9_10.4226	Crystal shield 9/10	ITEM	cache-item-family.crystal_shield_9_10.4226	4226	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_910
item.crystal_shield_9_10_i.11761	Crystal shield 9/10 (i)	ITEM	cache-item-family.crystal_shield_9_10_i.11761	11761	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_910_I
item.crystal_shield_full.4225	Crystal shield full	ITEM	cache-item-family.crystal_shield_full.4225	4225	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_FULL
item.crystal_shield_full_i.11760	Crystal shield full (i)	ITEM	cache-item-family.crystal_shield_full_i.11760	11760	OBSOLETE_HISTORICAL_STATE	CRYSTAL_SHIELD_FULL_I
item.crystal_staff_attuned.23899	Crystal staff (attuned)	ITEM	cache-item-family.crystal_staff_attuned.23899	23899	TEMPORARY_INSTANCE_ITEM	CRYSTAL_STAFF_ATTUNED
item.crystal_staff_basic.23898	Crystal staff (basic)	ITEM	cache-item-family.crystal_staff_basic.23898	23898	TEMPORARY_INSTANCE_ITEM	CRYSTAL_STAFF_BASIC
item.crystal_staff_perfected.23900	Crystal staff (perfected)	ITEM	cache-item-family.crystal_staff_perfected.23900	23900	TEMPORARY_INSTANCE_ITEM	CRYSTAL_STAFF_PERFECTED
item.crystalline_bowstring.23869	Crystalline bowstring	ITEM	cache-item-family.crystalline_bowstring.23869	23869	TEMPORARY_INSTANCE_ITEM	CRYSTALLINE_BOWSTRING
item.cursed_banana.25500	Cursed banana	ITEM	cache-item-family.cursed_banana.25500	25500	HOLIDAY_EVENT_CONTENT	CURSED_BANANA
item.dark_green_pumpkin_angry.30287	Dark green pumpkin (angry)	ITEM	cache-item-family.dark_green_pumpkin_angry.30287	30287	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_ANGRY
item.dark_green_pumpkin_depressed.30288	Dark green pumpkin (depressed)	ITEM	cache-item-family.dark_green_pumpkin_depressed.30288	30288	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_DEPRESSED
item.dark_green_pumpkin_disgusted.30284	Dark green pumpkin (disgusted)	ITEM	cache-item-family.dark_green_pumpkin_disgusted.30284	30284	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_DISGUSTED
item.dark_green_pumpkin_evil.30286	Dark green pumpkin (evil)	ITEM	cache-item-family.dark_green_pumpkin_evil.30286	30286	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_EVIL
item.dark_green_pumpkin_happy.30291	Dark green pumpkin (happy)	ITEM	cache-item-family.dark_green_pumpkin_happy.30291	30291	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_HAPPY
item.dark_green_pumpkin_laughing.30292	Dark green pumpkin (laughing)	ITEM	cache-item-family.dark_green_pumpkin_laughing.30292	30292	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_LAUGHING
item.dark_green_pumpkin_sad.30290	Dark green pumpkin (sad)	ITEM	cache-item-family.dark_green_pumpkin_sad.30290	30290	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_SAD
item.dark_green_pumpkin_shocked.30289	Dark green pumpkin (shocked)	ITEM	cache-item-family.dark_green_pumpkin_shocked.30289	30289	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_SHOCKED
item.dark_green_pumpkin_silly.30285	Dark green pumpkin (silly)	ITEM	cache-item-family.dark_green_pumpkin_silly.30285	30285	HOLIDAY_EVENT_CONTENT	DARK_GREEN_PUMPKIN_SILLY
item.deep_blue_sweets.4559	Deep blue sweets	ITEM	cache-item-family.deep_blue_sweets.4559	4559	INACCESSIBLE_CACHE_CONTENT	DEEP_BLUE_SWEETS
item.demonic_axe_ornament_kit.33305	Demonic axe ornament kit	ITEM	cache-item-family.demonic_axe_ornament_kit.33305	33305	TEMPORARY_LEAGUES_CONTENT	DEMONIC_AXE_ORNAMENT_KIT
item.demonic_boots_t1.33269	Demonic boots (t1)	ITEM	cache-item-family.demonic_boots_t1.33269	33269	TEMPORARY_LEAGUES_CONTENT	DEMONIC_BOOTS_T1
item.demonic_boots_t2.33281	Demonic boots (t2)	ITEM	cache-item-family.demonic_boots_t2.33281	33281	TEMPORARY_LEAGUES_CONTENT	DEMONIC_BOOTS_T2
item.demonic_boots_t3.33293	Demonic boots (t3)	ITEM	cache-item-family.demonic_boots_t3.33293	33293	TEMPORARY_LEAGUES_CONTENT	DEMONIC_BOOTS_T3
item.demonic_hood_t1.33260	Demonic hood (t1)	ITEM	cache-item-family.demonic_hood_t1.33260	33260	TEMPORARY_LEAGUES_CONTENT	DEMONIC_HOOD_T1
item.demonic_hood_t2.33272	Demonic hood (t2)	ITEM	cache-item-family.demonic_hood_t2.33272	33272	TEMPORARY_LEAGUES_CONTENT	DEMONIC_HOOD_T2
item.demonic_hood_t3.33284	Demonic hood (t3)	ITEM	cache-item-family.demonic_hood_t3.33284	33284	TEMPORARY_LEAGUES_CONTENT	DEMONIC_HOOD_T3
item.demonic_pacts_adamant_trophy.33349	Demonic pacts adamant trophy	ITEM	cache-item-family.demonic_pacts_adamant_trophy.33349	33349	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_ADAMANT_TROPHY
item.demonic_pacts_banner.33299	Demonic pacts banner	ITEM	cache-item-family.demonic_pacts_banner.33299	33299	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_BANNER
item.demonic_pacts_bronze_trophy.33357	Demonic pacts bronze trophy	ITEM	cache-item-family.demonic_pacts_bronze_trophy.33357	33357	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_BRONZE_TROPHY
item.demonic_pacts_demon_butler_scroll.33368	Demonic pacts demon butler scroll	ITEM	cache-item-family.demonic_pacts_demon_butler_scroll.33368	33368	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_DEMON_BUTLER_SCROLL
item.demonic_pacts_dragon_trophy.33345	Demonic pacts dragon trophy	ITEM	cache-item-family.demonic_pacts_dragon_trophy.33345	33345	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_DRAGON_TROPHY
item.demonic_pacts_iron_trophy.33355	Demonic pacts iron trophy	ITEM	cache-item-family.demonic_pacts_iron_trophy.33355	33355	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_IRON_TROPHY
item.demonic_pacts_mithril_trophy.33351	Demonic pacts mithril trophy	ITEM	cache-item-family.demonic_pacts_mithril_trophy.33351	33351	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_MITHRIL_TROPHY
item.demonic_pacts_relic_hunter_t1_armour_set.33451	Demonic pacts relic hunter (t1) armour set	ITEM	cache-item-family.demonic_pacts_relic_hunter_t1_armour_set.33451	33451	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_RELIC_HUNTER_T1_ARMOUR_SET
item.demonic_pacts_relic_hunter_t2_armour_set.33454	Demonic pacts relic hunter (t2) armour set	ITEM	cache-item-family.demonic_pacts_relic_hunter_t2_armour_set.33454	33454	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_RELIC_HUNTER_T2_ARMOUR_SET
item.demonic_pacts_relic_hunter_t3_armour_set.33457	Demonic pacts relic hunter (t3) armour set	ITEM	cache-item-family.demonic_pacts_relic_hunter_t3_armour_set.33457	33457	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_RELIC_HUNTER_T3_ARMOUR_SET
item.demonic_pacts_rune_trophy.33347	Demonic pacts rune trophy	ITEM	cache-item-family.demonic_pacts_rune_trophy.33347	33347	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_RUNE_TROPHY
item.demonic_pacts_steel_trophy.33353	Demonic pacts steel trophy	ITEM	cache-item-family.demonic_pacts_steel_trophy.33353	33353	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_STEEL_TROPHY
item.demonic_pacts_throne_scroll.33362	Demonic pacts throne scroll	ITEM	cache-item-family.demonic_pacts_throne_scroll.33362	33362	TEMPORARY_LEAGUES_CONTENT	DEMONIC_PACTS_THRONE_SCROLL
item.demonic_quill.33342	Demonic quill	ITEM	cache-item-family.demonic_quill.33342	33342	DEMONIC_PACTS_REWARD_CONTENT	DEMONIC_QUILL
item.demonic_robe_bottom_t1.33266	Demonic robe bottom (t1)	ITEM	cache-item-family.demonic_robe_bottom_t1.33266	33266	TEMPORARY_LEAGUES_CONTENT	DEMONIC_ROBE_BOTTOM_T1
item.demonic_robe_bottom_t2.33278	Demonic robe bottom (t2)	ITEM	cache-item-family.demonic_robe_bottom_t2.33278	33278	TEMPORARY_LEAGUES_CONTENT	DEMONIC_ROBE_BOTTOM_T2
item.demonic_robe_bottom_t3.33290	Demonic robe bottom (t3)	ITEM	cache-item-family.demonic_robe_bottom_t3.33290	33290	TEMPORARY_LEAGUES_CONTENT	DEMONIC_ROBE_BOTTOM_T3
item.demonic_robe_top_t1.33263	Demonic robe top (t1)	ITEM	cache-item-family.demonic_robe_top_t1.33263	33263	TEMPORARY_LEAGUES_CONTENT	DEMONIC_ROBE_TOP_T1
item.demonic_robe_top_t2.33275	Demonic robe top (t2)	ITEM	cache-item-family.demonic_robe_top_t2.33275	33275	TEMPORARY_LEAGUES_CONTENT	DEMONIC_ROBE_TOP_T2
item.demonic_robe_top_t3.33287	Demonic robe top (t3)	ITEM	cache-item-family.demonic_robe_top_t3.33287	33287	TEMPORARY_LEAGUES_CONTENT	DEMONIC_ROBE_TOP_T3
item.demonic_sceptre.33296	Demonic sceptre	ITEM	cache-item-family.demonic_sceptre.33296	33296	TEMPORARY_LEAGUES_CONTENT	DEMONIC_SCEPTRE
item.demonic_skin_contract.33302	Demonic skin contract	ITEM	cache-item-family.demonic_skin_contract.33302	33302	DEMONIC_PACTS_REWARD_CONTENT	DEMONIC_SKIN_CONTRACT
item.demonic_staff_ornament_kit.33308	Demonic staff ornament kit	ITEM	cache-item-family.demonic_staff_ornament_kit.33308	33308	DEMONIC_PACTS_REWARD_CONTENT	DEMONIC_STAFF_ORNAMENT_KIT
item.demonic_trident_ornament_kit.33311	Demonic trident ornament kit	ITEM	cache-item-family.demonic_trident_ornament_kit.33311	33311	DEMONIC_PACTS_REWARD_CONTENT	DEMONIC_TRIDENT_ORNAMENT_KIT
item.devil_s_element.30371	Devil's element	ITEM	cache-item-family.devil_s_element.30371	30371	TEMPORARY_LEAGUES_CONTENT	DEVILS_ELEMENT
item.diamond_speedrun_trophy.27783	Diamond speedrun trophy	ITEM	cache-item-family.diamond_speedrun_trophy.27783	27783	TEMPORARY_SPEEDRUN_CONTENT	DIAMOND_SPEEDRUN_TROPHY
item.dni23_arms_bare.29730	Dni23 arms bare	ITEM	cache-item-family.dni23_arms_bare.29730	29730	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_BARE
item.dni23_arms_bareshoulders.29736	Dni23 arms bareshoulders	ITEM	cache-item-family.dni23_arms_bareshoulders.29736	29736	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_BARESHOULDERS
item.dni23_arms_frilly.29732	Dni23 arms frilly	ITEM	cache-item-family.dni23_arms_frilly.29732	29732	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_FRILLY
item.dni23_arms_loosesleeves.29722	Dni23 arms loosesleeves	ITEM	cache-item-family.dni23_arms_loosesleeves.29722	29722	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_LOOSESLEEVES
item.dni23_arms_princely.29724	Dni23 arms princely	ITEM	cache-item-family.dni23_arms_princely.29724	29724	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_PRINCELY
item.dni23_arms_ripped.29728	Dni23 arms ripped	ITEM	cache-item-family.dni23_arms_ripped.29728	29728	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_RIPPED
item.dni23_arms_shoulderpads.29718	Dni23 arms shoulderpads	ITEM	cache-item-family.dni23_arms_shoulderpads.29718	29718	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_SHOULDERPADS
item.dni23_arms_tattylong.29726	Dni23 arms tattylong	ITEM	cache-item-family.dni23_arms_tattylong.29726	29726	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_TATTYLONG
item.dni23_arms_tattyshort.29734	Dni23 arms tattyshort	ITEM	cache-item-family.dni23_arms_tattyshort.29734	29734	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_TATTYSHORT
item.dni23_arms_thickstripe.29720	Dni23 arms thickstripe	ITEM	cache-item-family.dni23_arms_thickstripe.29720	29720	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_THICKSTRIPE
item.dni23_arms_thin.29716	Dni23 arms thin	ITEM	cache-item-family.dni23_arms_thin.29716	29716	TECHNICAL_APPEARANCE_MODEL	DNI23_ARMS_THIN
item.dni23_legs_beach.29740	Dni23 legs beach	ITEM	cache-item-family.dni23_legs_beach.29740	29740	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_BEACH
item.dni23_legs_bighem.29764	Dni23 legs bighem	ITEM	cache-item-family.dni23_legs_bighem.29764	29764	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_BIGHEM
item.dni23_legs_layered.29760	Dni23 legs layered	ITEM	cache-item-family.dni23_legs_layered.29760	29760	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_LAYERED
item.dni23_legs_leggings.29744	Dni23 legs leggings	ITEM	cache-item-family.dni23_legs_leggings.29744	29744	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_LEGGINGS
item.dni23_legs_longnarrowskirt.29756	Dni23 legs longnarrowskirt	ITEM	cache-item-family.dni23_legs_longnarrowskirt.29756	29756	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_LONGNARROWSKIRT
item.dni23_legs_longskirt.29754	Dni23 legs longskirt	ITEM	cache-item-family.dni23_legs_longskirt.29754	29754	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_LONGSKIRT
item.dni23_legs_patched.29750	Dni23 legs patched	ITEM	cache-item-family.dni23_legs_patched.29750	29750	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_PATCHED
item.dni23_legs_patchedskirt.29772	Dni23 legs patchedskirt	ITEM	cache-item-family.dni23_legs_patchedskirt.29772	29772	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_PATCHEDSKIRT
item.dni23_legs_patterned.29768	Dni23 legs patterned	ITEM	cache-item-family.dni23_legs_patterned.29768	29768	TECHNICAL_APPEARANCE_MODEL	DNI23_LEGS_PATTERNED
