card_id	display_name	examine_text	card_type	rarity	categories	entity_family_id	permissions	free_to_play	introduced_version
item.bronze_plateskirt.1087	Bronze plateskirt	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.bronze_plateskirt.1087	ITEM_EQUIP	true	9
item.bronze_scimitar	Bronze scimitar	A vicious, curved sword.	ITEM	COMMON	COMBAT_METHOD	item-family.bronze_scimitar	ITEM_EQUIP	true	5
item.bronze_set_lg.12960	Bronze set (lg)	A set containing a full helm, platebody, legs and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bronze_set_lg.12960	ITEM_PROCESS	true	14
item.bronze_set_sk.12962	Bronze set (sk)	A set containing a full helm, platebody, skirt and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bronze_set_sk.12962	ITEM_PROCESS	true	14
item.bronze_spear.1237	Bronze spear	A piece of usable equipment.	ITEM	COMMON	COMBAT_METHOD	cache-item-family.bronze_spear.1237	ITEM_EQUIP	false	9
item.bronze_sq_shield.1173	Bronze sq shield	A piece of usable equipment.	ITEM	COMMON	COMBAT_METHOD	cache-item-family.bronze_sq_shield.1173	ITEM_EQUIP	true	9
item.bronze_staff_of_collection.30597	Bronze staff of collection	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.bronze_staff_of_collection.30597	ITEM_EQUIP	false	9
item.bronze_sword	Bronze sword	A razor sharp sword.	ITEM	COMMON	COMBAT_METHOD	item-family.bronze_sword	ITEM_EQUIP	true	1
item.bronze_thrownaxe.800	Bronze thrownaxe	A piece of usable equipment.	ITEM	COMMON	COMBAT_METHOD	cache-item-family.bronze_thrownaxe.800	ITEM_EQUIP	false	9
item.bronze_trimmed_set_lg.12964	Bronze trimmed set (lg)	A set containing a full helm, platebody, legs and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bronze_trimmed_set_lg.12964	ITEM_PROCESS	true	14
item.bronze_trimmed_set_sk.12966	Bronze trimmed set (sk)	A set containing a full helm, platebody, skirt and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bronze_trimmed_set_sk.12966	ITEM_PROCESS	true	14
item.bronze_warhammer.1337	Bronze warhammer	A piece of usable equipment.	ITEM	COMMON	COMBAT_METHOD	cache-item-family.bronze_warhammer.1337	ITEM_EQUIP	true	9
item.bronze_wire.1794	Bronze wire	Useful for Crafting items.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bronze_wire.1794	ITEM_PROCESS	false	14
item.broodoo_shield.6235	Broodoo shield	A piece of usable equipment.	ITEM	EPIC	COMBAT_METHOD	cache-item-family.broodoo_shield.6235	ITEM_EQUIP	false	9
item.brown_apron.1757	Brown apron	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.brown_apron.1757	ITEM_EQUIP	true	9
item.brown_candy.24980	Brown candy	Consumable item.	ITEM	COMMON	SUPPORT	cache-item-family.brown_candy.24980	ITEM_CONSUME	false	9
item.brown_headband.2649	Brown headband	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.brown_headband.2649	ITEM_EQUIP	false	9
item.brown_naval_shirt.8955	Brown naval shirt	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.brown_naval_shirt.8955	ITEM_EQUIP	false	9
item.brown_navy_slacks.8994	Brown navy slacks	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.brown_navy_slacks.8994	ITEM_EQUIP	false	9
item.brown_toy_horsey.2520	Brown toy horsey	A brown toy horse.	ITEM	COMMON	UTILITY	cache-item-family.brown_toy_horsey.2520	ITEM_ACTIVATE	true	14
item.brown_tricorn_hat.8962	Brown tricorn hat	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.brown_tricorn_hat.8962	ITEM_EQUIP	false	9
item.bruise_blue_snelm.3333	Bruise blue snelm	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.bruise_blue_snelm.3333	ITEM_EQUIP	false	9
item.bruised_banana.27485	Bruised banana	Consumable item.	ITEM	COMMON	SUPPORT	cache-item-family.bruised_banana.27485	ITEM_CONSUME	true	9
item.brulee.7473	Brulee	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.brulee.7473	ITEM_ACTIVATE	false	9
item.brulee_supreme.7476	Brulee supreme	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.brulee_supreme.7476	ITEM_ACTIVATE	false	9
item.bruma_herb.20698	Bruma herb	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bruma_herb.20698	ITEM_PROCESS	false	9
item.bruma_torch.20720	Bruma torch	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.bruma_torch.20720	ITEM_EQUIP	false	9
item.bruma_torch_off_hand.29777	Bruma torch (off-hand)	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.bruma_torch_off_hand.29777	ITEM_EQUIP	false	9
item.brutus_slippers.33099	Brutus slippers	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.brutus_slippers.33099	ITEM_EQUIP	false	9
item.bryophyta_s_essence.22372	Bryophyta's essence	A useful processing resource.	ITEM	EPIC	PROCESSING_INPUT	cache-item-family.bryophyta_s_essence.22372	ITEM_PROCESS	true	9
item.bryophyta_s_staff.22370	Bryophyta's staff	A piece of usable equipment.	ITEM	EPIC	COMBAT_METHOD	cache-item-family.bryophyta_s_staff.22370	ITEM_EQUIP	true	9
item.buchu_seed.20909	Buchu seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.buchu_seed.20909	ITEM_PROCESS	false	9
item.bucket	Bucket	A useful everyday tool.	ITEM	COMMON	UTILITY	item-family.bucket	ITEM_ACTIVATE,ITEM_USE_ON_ITEM	true	8
item.bucket_helm.19991	Bucket helm	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.bucket_helm.19991	ITEM_EQUIP	false	9
item.bucket_of_bloodwood_sap.33539	Bucket of bloodwood sap	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_bloodwood_sap.33539	ITEM_ACTIVATE	false	9
item.bucket_of_milk.1927	Bucket of milk	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_milk.1927	ITEM_ACTIVATE	true	9
item.bucket_of_rubble.7622	Bucket of rubble	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_rubble.7622	ITEM_ACTIVATE	false	9
item.bucket_of_saltwater.4693	Bucket of saltwater	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_saltwater.4693	ITEM_ACTIVATE	false	9
item.bucket_of_sand.1783	Bucket of sand	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bucket_of_sand.1783	ITEM_PROCESS	false	9
item.bucket_of_sandworms.13430	Bucket of sandworms	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bucket_of_sandworms.13430	ITEM_PROCESS	false	9
item.bucket_of_sap.4687	Bucket of sap	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_sap.4687	ITEM_ACTIVATE	false	9
item.bucket_of_slime.4286	Bucket of slime	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_slime.4286	ITEM_ACTIVATE	false	9
item.bucket_of_water.1929	Bucket of water	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bucket_of_water.1929	ITEM_ACTIVATE	false	9
item.bucket_of_wax.30	Bucket of wax	It's a bucket of wax.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bucket_of_wax.30	ITEM_PROCESS	false	14
item.bucket_of_wester_sand.21243	Bucket of wester sand	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bucket_of_wester_sand.21243	ITEM_PROCESS	true	9
item.builder_s_boots.10865	Builder's boots	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.builder_s_boots.10865	ITEM_EQUIP	false	9
item.builder_s_shirt.10863	Builder's shirt	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.builder_s_shirt.10863	ITEM_EQUIP	false	9
item.builder_s_trousers.10864	Builder's trousers	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.builder_s_trousers.10864	ITEM_EQUIP	false	9
item.bull_bones.33115	Bull bones	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bull_bones.33115	ITEM_PROCESS	true	9
item.bullet_arrow.22227	Bullet arrow	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.bullet_arrow.22227	ITEM_EQUIP	false	9
item.bullseye_lantern.4548	Bullseye lantern	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.bullseye_lantern.4548	ITEM_ACTIVATE	false	9
item.bullseye_lantern_unf.4544	Bullseye lantern (unf)	You need to add a lens before you can use it.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.bullseye_lantern_unf.4544	ITEM_PROCESS	false	14
item.burning_amulet.21175	Burning amulet	A piece of usable equipment.	ITEM	UNCOMMON	SUPPORT	cache-item-family.burning_amulet.21175	ITEM_EQUIP	false	9
item.burning_claw.29574	Burning claw	An intact, lightly smouldering claw.	ITEM	MYTHIC	PROCESSING_INPUT	cache-item-family.burning_claw.29574	ITEM_PROCESS	false	14
item.burning_claws.29577	Burning claws	A piece of usable equipment.	ITEM	MYTHIC	COMBAT_METHOD	cache-item-family.burning_claws.29577	ITEM_EQUIP	false	9
item.burnt_bonemeal.4258	Burnt bonemeal	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.burnt_bonemeal.4258	ITEM_PROCESS	false	9
item.burnt_bones.528	Burnt bones	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.burnt_bones.528	ITEM_PROCESS	true	9
item.burnt_egg.7090	Burnt egg	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.burnt_egg.7090	ITEM_ACTIVATE	false	9
item.burnt_jogre_bonemeal.4259	Burnt jogre bonemeal	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.burnt_jogre_bonemeal.4259	ITEM_PROCESS	false	9
item.burnt_jogre_bones.3127	Burnt jogre bones	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.burnt_jogre_bones.3127	ITEM_PROCESS	false	9
item.burnt_mushroom.7094	Burnt mushroom	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.burnt_mushroom.7094	ITEM_ACTIVATE	false	9
item.burnt_onion.7092	Burnt onion	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.burnt_onion.7092	ITEM_ACTIVATE	false	9
item.burnt_page.20718	Burnt page	It's still warm to the touch.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.burnt_page.20718	ITEM_PROCESS	false	14
item.butler_s_tray.29912	Butler's tray	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.butler_s_tray.29912	ITEM_EQUIP	false	9
item.butler_s_uniform.29914	Butler's uniform	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.butler_s_uniform.29914	ITEM_EQUIP	false	9
item.butterfly_jar.10012	Butterfly jar	It's got little holes in the top.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.butterfly_jar.10012	ITEM_PROCESS	false	14
item.butterfly_net.10010	Butterfly net	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.butterfly_net.10010	ITEM_EQUIP	false	9
item.cabbage.1965	Cabbage	Consumable item.	ITEM	UNCOMMON	SUPPORT	cache-item-family.cabbage.1965	ITEM_CONSUME	true	9
item.cabbage_round_shield.20272	Cabbage round shield	A piece of usable equipment.	ITEM	EPIC	COMBAT_METHOD	cache-item-family.cabbage_round_shield.20272	ITEM_EQUIP	false	9
item.cabbage_seed.5324	Cabbage seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cabbage_seed.5324	ITEM_PROCESS	false	9
item.cabbages_1.5460	Cabbages	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.cabbages_1.5460	ITEM_ACTIVATE	false	9
item.cactus_seed.5280	Cactus seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cactus_seed.5280	ITEM_PROCESS	false	9
item.cactus_spine.6016	Cactus spine	Don't prick yourself with this.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cactus_spine.6016	ITEM_PROCESS	false	14
item.cadantine.265	Cadantine	A powerful herb.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.cadantine.265	ITEM_PROCESS	false	14
item.cadantine_blood_potion_unf.22443	Cadantine blood potion (unf)	An interactable item.	ITEM	RARE	UTILITY	cache-item-family.cadantine_blood_potion_unf.22443	ITEM_ACTIVATE	false	9
item.cadantine_potion_unf.107	Cadantine potion (unf)	An interactable item.	ITEM	RARE	UTILITY	cache-item-family.cadantine_potion_unf.107	ITEM_ACTIVATE	false	9
item.cadantine_seed.5301	Cadantine seed	A useful processing resource.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.cadantine_seed.5301	ITEM_PROCESS	false	9
item.cadava_berries.753	Cadava berries	Poisonous berries.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cadava_berries.753	ITEM_PROCESS	true	14
item.cadava_potion.756	Cadava potion	Consumable item.	ITEM	RARE	SUPPORT	cache-item-family.cadava_potion.756	ITEM_CONSUME	true	9
item.cadavaberry_seed.5102	Cadavaberry seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cadavaberry_seed.5102	ITEM_PROCESS	false	9
item.caerula_berries.30937	Caerula berries	Consumable item.	ITEM	COMMON	SUPPORT	cache-item-family.caerula_berries.30937	ITEM_CONSUME	false	9
item.cake.1891	Cake	Consumable item.	ITEM	COMMON	SUPPORT	cache-item-family.cake.1891	ITEM_CONSUME	true	9
item.cake_tin.1887	Cake tin	Useful for baking cakes.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cake_tin.1887	ITEM_PROCESS	true	14
item.calamity_breeches.26755	Calamity breeches	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.calamity_breeches.26755	ITEM_EQUIP	false	9
item.calamity_chest.26749	Calamity chest	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.calamity_chest.26749	ITEM_EQUIP	false	9
item.calcified_moth.29090	Calcified moth	A fossilised moth infused with dwarven magic.	ITEM	COMMON	UTILITY	cache-item-family.calcified_moth.29090	ITEM_ACTIVATE	false	14
item.calcite.21543	Calcite	A large crystal of calcium carbonate.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calcite.21543	ITEM_PROCESS	false	14
item.calquat_fruit.5980	Calquat fruit	This is the largest fruit I've ever seen.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calquat_fruit.5980	ITEM_PROCESS	false	14
item.calquat_keg.5769	Calquat keg	Sliced and hollowed out to form a keg.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calquat_keg.5769	ITEM_PROCESS	false	14
item.calquat_sapling.5503	Calquat sapling	This sapling is ready to be replanted in a Calquat tree patch.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calquat_sapling.5503	ITEM_PROCESS	false	14
item.calquat_seedling.5487	Calquat seedling	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calquat_seedling.5487	ITEM_PROCESS	false	9
item.calquat_seedling_w.5495	Calquat seedling (w)	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calquat_seedling_w.5495	ITEM_PROCESS	false	9
item.calquat_tree_seed.5290	Calquat tree seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.calquat_tree_seed.5290	ITEM_PROCESS	false	9
item.camel_mask.7003	Camel mask	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.camel_mask.7003	ITEM_EQUIP	false	9
item.camel_mould.7001	Camel mould	A useful tool.	ITEM	COMMON	GATHERING_TOOL	cache-item-family.camel_mould.7001	ITEM_PROCESS	false	9
item.camelot_teleport.8010	Camelot teleport	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.camelot_teleport.8010	ITEM_ACTIVATE	false	9
item.camo_bottoms.6655	Camo bottoms	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.camo_bottoms.6655	ITEM_EQUIP	true	9
item.camo_helmet.6656	Camo helmet	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.camo_helmet.6656	ITEM_EQUIP	true	9
item.camo_top.6654	Camo top	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.camo_top.6654	ITEM_EQUIP	true	9
item.camphor_blowpipe.31575	Camphor blowpipe	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.camphor_blowpipe.31575	ITEM_EQUIP	false	9
item.camphor_crate.32364	Camphor crate	A sturdy container crafted from camphor.	ITEM	COMMON	UTILITY	cache-item-family.camphor_crate.32364	ITEM_ACTIVATE	false	14
item.camphor_hull_parts.32053	Camphor hull parts	Parts for creating a camphor hull for a boat.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_hull_parts.32053	ITEM_PROCESS	false	14
item.camphor_logs.32904	Camphor logs	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_logs.32904	ITEM_PROCESS	false	9
item.camphor_plank.31432	Camphor plank	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_plank.31432	ITEM_PROCESS	false	9
item.camphor_pyre_logs.31383	Camphor pyre logs	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_pyre_logs.31383	ITEM_PROCESS	false	9
item.camphor_repair_kit.31976	Camphor repair kit	A strong boat repair kit made from camphor.	ITEM	COMMON	UTILITY	cache-item-family.camphor_repair_kit.31976	ITEM_ACTIVATE	false	14
item.camphor_sapling.31502	Camphor sapling	This sapling is ready to be replanted in a tree patch.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_sapling.31502	ITEM_PROCESS	false	14
item.camphor_seed.31547	Camphor seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_seed.31547	ITEM_PROCESS	false	9
item.camphor_seedling.31490	Camphor seedling	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_seedling.31490	ITEM_PROCESS	false	9
item.camphor_seedling_w.31496	Camphor seedling (w)	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.camphor_seedling_w.31496	ITEM_PROCESS	false	9
item.camulet.6707	Camulet	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.camulet.6707	ITEM_EQUIP	false	9
item.candle.36	Candle	A candle.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.candle.36	ITEM_PROCESS	false	14
item.candle_lantern.4529	Candle lantern	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.candle_lantern.4529	ITEM_ACTIVATE	false	9
item.cannon_barrel.7145	Cannon barrel	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cannon_barrel.7145	ITEM_PROCESS	false	9
item.cannon_barrels.10	Cannon barrels	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cannon_barrels.10	ITEM_PROCESS	false	9
item.cannon_base.6	Cannon base	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.cannon_base.6	ITEM_ACTIVATE	false	9
item.cannon_furnace.12	Cannon furnace	This powers the multicannon.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cannon_furnace.12	ITEM_PROCESS	false	14
item.cannon_furnace.26526	Cannon furnace (or)	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.cannon_furnace.26526	ITEM_ACTIVATE	false	9
item.cannon_stand.26522	Cannon stand (or)	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.cannon_stand.26522	ITEM_ACTIVATE	false	9
item.cannon_stand.8	Cannon stand	The mounting for the multicannon.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cannon_stand.8	ITEM_PROCESS	false	14
item.cap_and_goggles.9946	Cap and goggles	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.cap_and_goggles.9946	ITEM_EQUIP	false	9
item.cape_of_legends.1052	Cape of legends	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.cape_of_legends.1052	ITEM_EQUIP	false	9
item.cape_of_skulls.23351	Cape of skulls	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.cape_of_skulls.23351	ITEM_EQUIP	false	9
item.captain_s_log.31985	Captain's log	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.captain_s_log.31985	ITEM_PROCESS	false	9
item.carnillean_armour.2405	Carnillean armour	A piece of usable equipment.	ITEM	RARE	SUPPORT	cache-item-family.carnillean_armour.2405	ITEM_EQUIP	false	9
item.carpenter_s_boots.24878	Carpenter's boots	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.carpenter_s_boots.24878	ITEM_EQUIP	false	9
item.carpenter_s_helmet.24872	Carpenter's helmet	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.carpenter_s_helmet.24872	ITEM_EQUIP	false	9
item.carpenter_s_shirt.24874	Carpenter's shirt	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.carpenter_s_shirt.24874	ITEM_EQUIP	false	9
item.carpenter_s_trousers.24876	Carpenter's trousers	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.carpenter_s_trousers.24876	ITEM_EQUIP	false	9
item.carrallanger_teleport.12776	Carrallanger teleport	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.carrallanger_teleport.12776	ITEM_ACTIVATE	false	9
item.carved_oak_bench.8110	Carved oak bench	How does it all fit in there?	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.carved_oak_bench.8110	ITEM_PROCESS	false	14
item.carved_oak_magic_wardrobe.9853	Carved oak magic wardrobe	Carved oak magic wardrobe.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.carved_oak_magic_wardrobe.9853	ITEM_PROCESS	false	14
item.carved_oak_table.8117	Carved oak table	How does it all fit in there?	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.carved_oak_table.8117	ITEM_PROCESS	false	14
item.carved_teak_bench.8112	Carved teak bench	How does it all fit in there?	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.carved_teak_bench.8112	ITEM_PROCESS	false	14
item.carved_teak_magic_wardrobe.9855	Carved teak magic wardrobe	Carved teak magic wardrobe.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.carved_teak_magic_wardrobe.9855	ITEM_PROCESS	false	14
item.carved_teak_table.8119	Carved teak table	How does it all fit in there?	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.carved_teak_table.8119	ITEM_PROCESS	false	14
item.casket.405	Casket	I hope there's treasure in it.	ITEM	COMMON	UTILITY	cache-item-family.casket.405	ITEM_ACTIVATE	false	14
item.castle_wars_bracelet_3.11079	Castle wars bracelet	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.castle_wars_bracelet_3.11079	ITEM_EQUIP	true	9
item.castlewars_brew.25162	Castlewars brew	Consumable item.	ITEM	RARE	SUPPORT	cache-item-family.castlewars_brew.25162	ITEM_CONSUME	true	9
item.castlewars_cloak.4514	Castlewars cloak	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.castlewars_cloak.4514	ITEM_EQUIP	true	9
item.castlewars_hood.4513	Castlewars hood	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.castlewars_hood.4513	ITEM_EQUIP	true	9
item.cat_antipoison.6766	Cat antipoison	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.cat_antipoison.6766	ITEM_ACTIVATE	false	9
item.cat_mask.12361	Cat mask	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.cat_mask.12361	ITEM_EQUIP	false	9
item.cat_training_medal.1575	Cat training medal	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.cat_training_medal.1575	ITEM_EQUIP	false	9
item.catalytic_talisman.26798	Catalytic talisman	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.catalytic_talisman.26798	ITEM_ACTIVATE	false	9
item.catalytic_tiara.26801	Catalytic tiara	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.catalytic_tiara.26801	ITEM_EQUIP	false	9
item.catherby_teleport.24961	Catherby teleport	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.catherby_teleport.24961	ITEM_ACTIVATE	false	9
item.catspeak_amulet.4677	Catspeak amulet	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.catspeak_amulet.4677	ITEM_EQUIP	false	9
item.catspeak_amulet_e.6544	Catspeak amulet(e)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.catspeak_amulet_e.6544	ITEM_EQUIP	false	9
item.cattleprod.278	Cattleprod	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.cattleprod.278	ITEM_EQUIP	false	9
item.cavalier_mask.11280	Cavalier mask	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.cavalier_mask.11280	ITEM_EQUIP	false	9
item.cave_eel.5003	Cave eel	Consumable item.	ITEM	UNCOMMON	SUPPORT	cache-item-family.cave_eel.5003	ITEM_CONSUME	false	9
item.cave_goblin_wire.10981	Cave goblin wire	Wire found in Dorgesh-Kaan.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.cave_goblin_wire.10981	ITEM_PROCESS	false	14
item.cave_kraken.3272	Cave kraken	A useful tool.	ITEM	COMMON	GATHERING_TOOL	cache-item-family.cave_kraken.3272	ITEM_PROCESS	true	9
item.cave_nightshade.2398	Cave nightshade	Consumable item.	ITEM	UNCOMMON	SUPPORT	cache-item-family.cave_nightshade.2398	ITEM_CONSUME	false	9
item.caviar.11326	Caviar	Consumable item.	ITEM	COMMON	SUPPORT	cache-item-family.caviar.11326	ITEM_CONSUME	false	9
item.celastrus_bark.22935	Celastrus bark	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.celastrus_bark.22935	ITEM_PROCESS	false	9
item.celastrus_sapling.22856	Celastrus sapling	This sapling is ready to be replanted in a Celastrus patch.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.celastrus_sapling.22856	ITEM_PROCESS	false	14
item.celastrus_seed.22869	Celastrus seed	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.celastrus_seed.22869	ITEM_PROCESS	false	9
item.celastrus_seedling.22848	Celastrus seedling	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.celastrus_seedling.22848	ITEM_PROCESS	false	9
item.celastrus_seedling_w.22852	Celastrus seedling (w)	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.celastrus_seedling_w.22852	ITEM_PROCESS	false	9
item.celestial_ring.25541	Celestial ring	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.celestial_ring.25541	ITEM_EQUIP	false	9
